"Code","Description","Parent"
"AC_25_60_54","Motor Vehicle Parts And Accessories Selling","AC_25_60"
"AC_25_60_55","Motor Vehicle Selling","AC_25_60"
"AC_25_60_62","Petrol Station Air And Water Dispensing","AC_25_60"
"AC_25_60_64","Petrol Station Filling","AC_25_60"
"AC_25_60_66","Petrol Station Fuel Storing","AC_25_60"
"AC_25_62","Commercial Wholesale Activities","AC_25"
"AC_25_62_03","Alcoholic Beverages Wholesale Selling","AC_25_62"
"AC_25_62_10","Builders' Merchant Wholesale Selling","AC_25_62"
"AC_25_62_14","Clothing Wholesale Selling","AC_25_62"
"AC_25_62_21","Dairy Wholesale Selling","AC_25_62"
"AC_25_62_29","Factory Machinery Wholesale Selling","AC_25_62"
"AC_25_62_30","Fish Market Wholesale Selling","AC_25_62"
"AC_25_62_31","Flower Market Wholesale Selling","AC_25_62"
"AC_25_62_32","Fruit And Vegetable Wholesale Selling","AC_25_62"
"AC_25_62_34","Grains Wholesale Selling","AC_25_62"
"AC_25_62_36","Hardware, Plumbing And Heating Wholesale Selling","AC_25_62"
"AC_25_62_37","Heavy Machinery Wholesale Selling","AC_25_62"
"AC_25_62_38","Household Goods Wholesale Selling","AC_25_62"
"AC_25_62_47","Livestock Wholesale Selling","AC_25_62"
"AC_25_62_48","Livestock Storage","AC_25_62"
"AC_25_62_52","Meat Wholesale Selling","AC_25_62"
"AC_25_62_58","Office Equipment Wholesale Selling","AC_25_62"
"AC_25_62_65","Plumbers' Merchant Wholesale Selling","AC_25_62"
"AC_25_62_78","Skins And Hides Wholesale Selling","AC_25_62"
"AC_25_62_82","Spice Wholesale Selling","AC_25_62"
"AC_25_62_89","Toys And Games Wholesale Selling","AC_25_62"
"AC_25_62_96","Waste And Scrap Wholesale Selling","AC_25_62"
"AC_25_64","Commercial Retail Activities","AC_25"
"AC_25_64_02","Antiques Retail Selling","AC_25_64"
"AC_25_64_04","Art Auctioning","AC_25_64"
"AC_25_64_06","Beauty Treating","AC_25_64"
"AC_25_64_07","Bicycle Parts And Accessories Retail Selling","AC_25_64"
"AC_25_64_08","Booking","AC_25_64"
"AC_25_64_12","Checking Out","AC_25_64"
"AC_25_64_14","Coal Retail Selling","AC_25_64"
"AC_25_64_16","Collecting","AC_25_64"
"AC_25_64_18","Commercial Art Retail Selling","AC_25_64"
"AC_25_64_20","Commercial Cash Taking","AC_25_64"
"AC_25_64_22","Department Store Retail Selling","AC_25_64"
"AC_25_64_27","Equipment Servicing","AC_25_64"
"AC_25_64_29","Factory Retail Selling","AC_25_64"
"AC_25_64_30","Fitting","AC_25_64"
"AC_25_64_31","Florist Retail Selling","AC_25_64"
"AC_25_64_32","Food And Drink Retail Selling","AC_25_64"
"AC_25_64_33","Food Retail Selling","AC_25_64"
"AC_25_64_34","Furniture Auctioning","AC_25_64"
"AC_25_64_36","Haircutting","AC_25_64"
"AC_25_64_42","Indoor Market Retail Selling","AC_25_64"
"AC_25_64_45","Key Cutting","AC_25_64"
"AC_25_64_50","Mail Order Sorting","AC_25_64"
"AC_25_64_56","Newsagent Retail Selling","AC_25_64"
"AC_25_64_59","Outdoor Market Retail Selling","AC_25_64"
"AC_25_64_77","Shoe Repairing","AC_25_64"
"AC_25_64_78","Shopping Arcades Circulating (Shopper Moving)","AC_25_64"
"AC_25_64_79","Show Activities","AC_25_64"
"AC_25_64_85","Supermarket Retail Selling","AC_25_64"
"AC_25_64_88","Temporary Food And Drink Retail Selling","AC_25_64"
"AC_25_64_93","Utilities Servicing","AC_25_64"
"AC_25_70","Military Activities","AC_25"
"AC_25_70_02","Air Raid Sheltering","AC_25_70"
"AC_25_70_04","Arms Storing","AC_25_70"
"AC_25_70_09","Bomb Sheltering","AC_25_70"
"AC_25_70_27","Emergency Sheltering","AC_25_70"
"AC_25_70_29","Fallout Sheltering","AC_25_70"
"AC_25_70_31","Firing Of Weapons","AC_25_70"
"AC_25_70_52","Military Camping","AC_25_70"
"AC_25_70_60","Parading","AC_25_70"
"AC_25_70_88","Testing Of Weapons","AC_25_70"
"AC_25_70_90","Training","AC_25_70"
"AC_25_80","Law Enforcement And Judicial Activities","AC_25"
"AC_25_80_15","Court Activities","AC_25_80"
"AC_25_80_28","Evidence Storing","AC_25_80"
"AC_25_80_37","Holding Of Prisoners","AC_25_80"
"AC_25_80_41","Judges' Seating","AC_25_80"
"AC_25_80_42","Judges' Activities","AC_25_80"
"AC_25_80_44","Jury Seating","AC_25_80"
"AC_25_80_45","Jury Deliberating","AC_25_80"
"AC_25_80_68","Public Gallery Viewing","AC_25_80"
"AC_25_80_77","Secure Interviewing","AC_25_80"
"AC_25_80_97","Witness Standing","AC_25_80"
"AC_25_85","Detention Activities","AC_25"
"AC_25_85_15","Communal Inmate Day Activities","AC_25_85"
"AC_25_85_22","Detaining","AC_25_85"
"AC_25_85_28","Exercising","AC_25_85"
"AC_25_85_35","Guarding","AC_25_85"
"AC_25_85_38","Holding","AC_25_85"
"AC_25_85_59","Open Secure Visiting","AC_25_85"
"AC_25_85_66","Private Secure Visiting","AC_25_85"
"AC_25_85_95","Vehicle Impounding","AC_25_85"
"AC_25_90","Fire And Rescue Activities","AC_25"
"AC_25_90_27","Emergency Communicating","AC_25_90"
"AC_25_90_28","Emergency Vehicle Standing","AC_25_90"
"AC_25_90_30","Fire Refuge","AC_25_90"
"AC_25_90_31","Fire Training","AC_25_90"
"AC_25_90_71","Rescue Gear Storing","AC_25_90"
"AC_25_95","Reception Activities","AC_25"
"AC_25_95_72","Reception","AC_25_95"
"AC_25_95_96","Waiting","AC_25_95"
"AC_30","Educational, Scientific And Information Activities","AC"
"AC_30_10","Educational Activities","AC_30"
"AC_30_10_01","Adult Education Teaching","AC_30_10"
"AC_30_10_04","Art Teaching","AC_30_10"
"AC_30_10_05","Assembling","AC_30_10"
"AC_30_10_08","Breaking Out","AC_30_10"
"AC_30_10_15","Computer Teaching","AC_30_10"
"AC_30_10_17","Craft Teaching","AC_30_10"
"AC_30_10_21","Dance Teaching","AC_30_10"
"AC_30_10_23","Dissection Teaching","AC_30_10"
"AC_30_10_25","Drama Teaching","AC_30_10"
"AC_30_10_37","Home Economics Teaching","AC_30_10"
"AC_30_10_42","Infant Teaching","AC_30_10"
"AC_30_10_46","Language Teaching","AC_30_10"
"AC_30_10_47","Lecturing","AC_30_10"
"AC_30_10_51","Metalwork Teaching","AC_30_10"
"AC_30_10_55","Music Teaching","AC_30_10"
"AC_30_10_62","Plastics Work Teaching","AC_30_10"
"AC_30_10_64","Pre-Tertiary Teaching","AC_30_10"
"AC_30_10_66","Primary Teaching","AC_30_10"
"AC_30_10_71","Religious Education Teaching","AC_30_10"
"AC_30_10_77","Secondary Teaching","AC_30_10"
"AC_30_10_78","Seminar Activities","AC_30_10"
"AC_30_10_80","Staff Common Activities","AC_30_10"
"AC_30_10_82","Student Common Activities","AC_30_10"
"AC_30_10_84","Studying","AC_30_10"
"AC_30_10_90","Tertiary Teaching","AC_30_10"
"AC_30_10_97","Woodwork Teaching","AC_30_10"
"AC_30_30","Scientific Laboratory Activities","AC_30"
"AC_30_30_02","Analytical Chemistry Researching","AC_30_30"
"AC_30_30_03","Animal Researching","AC_30_30"
"AC_30_30_04","Astronomical Researching","AC_30_30"
"AC_30_30_05","Astronomical Observing","AC_30_30"
"AC_30_30_07","Biological Researching","AC_30_30"
"AC_30_30_08","Biology Research Teaching","AC_30_30"
"AC_30_30_10","Bioscience Researching","AC_30_30"
"AC_30_30_13","Chemistry Research Teaching","AC_30_30"
"AC_30_30_15","Clinical Biochemistry Researching","AC_30_30"
"AC_30_30_16","Clinical Microbiology Researching","AC_30_30"
"AC_30_30_17","Clinical Pathology Researching","AC_30_30"
"AC_30_30_19","Containment Researching","AC_30_30"
"AC_30_30_23","Dry Research Activities","AC_30_30"
"AC_30_30_26","Earth Sciences Researching","AC_30_30"
"AC_30_30_31","Forensics Researching","AC_30_30"
"AC_30_30_33","Geology Researching","AC_30_30"
"AC_30_30_42","Inorganic Chemistry Researching","AC_30_30"
"AC_30_30_58","Optical Physics Researching","AC_30_30"
"AC_30_30_59","Organic Chemistry Researching","AC_30_30"
"AC_30_30_63","Physical Chemistry Researching","AC_30_30"
"AC_30_30_65","Physical Sciences Researching","AC_30_30"
"AC_30_30_66","Physics Research Teaching","AC_30_30"
"AC_30_30_68","Psychology Researching","AC_30_30"
"AC_30_30_80","Solar Observing","AC_30_30"
"AC_30_30_90","Toxicology Researching","AC_30_30"
"AC_30_30_96","Wet Research Activities","AC_30_30"
"AC_30_35","Scientific Ancillary Activities","AC_30"
"AC_30_35_02","Anechoic Activities","AC_30_35"
"AC_30_35_03","Animal Holding","AC_30_35"
"AC_30_35_05","Autoclaving","AC_30_35"
"AC_30_35_06","Bioscience Equipment Storing","AC_30_35"
"AC_30_35_08","Blood Storing","AC_30_35"
"AC_30_35_14","Chemicals Storing","AC_30_35"
"AC_30_35_16","Clean Activities","AC_30_35"
"AC_30_35_18","Computer Activities","AC_30_35"
"AC_30_35_19","Containment","AC_30_35"
"AC_30_35_21","Dark Room Activities","AC_30_35"
"AC_30_35_28","Experiment Controlling","AC_30_35"
"AC_30_35_29","Flammable Chemical Storing","AC_30_35"
"AC_30_35_30","Flow Cytometry","AC_30_35"
"AC_30_35_36","Hyperbaric Activities","AC_30_35"
"AC_30_35_42","Instrument Activities","AC_30_35"
"AC_30_35_46","Laboratory Cold Storing","AC_30_35"
"AC_30_35_47","Laboratory Warm Storing","AC_30_35"
"AC_30_35_70","Radiation Shielded Activities","AC_30_35"
"AC_30_35_76","Seismograph Activities","AC_30_35"
"AC_30_35_88","Tissue Culturing","AC_30_35"
"AC_30_50","Exhibition Activities","AC_30"
"AC_30_50_04","Art Exhibiting","AC_30_50"
"AC_30_50_15","Collection Exhibiting","AC_30_50"
"AC_30_50_16","Conservation","AC_30_50"
"AC_30_50_21","Dioramas","AC_30_50"
"AC_30_50_22","Displaying","AC_30_50"
"AC_30_50_29","Fauna Exhibiting","AC_30_50"
"AC_30_50_31","Flora Exhibiting","AC_30_50"
"AC_30_50_55","Multipurpose Exhibiting","AC_30_50"
"AC_30_50_63","Planetaria Observing","AC_30_50"
"AC_30_50_66","Product Displaying","AC_30_50"
"AC_30_50_73","Sculpture Exhibiting","AC_30_50"
"AC_30_50_87","Temporary Exhibiting","AC_30_50"
"AC_30_50_90","Touching Living Creatures","AC_30_50"
"AC_30_50_93","Underwater Viewing","AC_30_50"
"AC_30_50_94","Viewing","AC_30_50"
"AC_30_70","Information Activities","AC_30"
"AC_30_70_04","Archiving","AC_30_70"
"AC_30_70_05","Audio-Visual Studying","AC_30_70"
"AC_30_70_08","Borrowing And Returning","AC_30_70"
"AC_30_70_11","Cataloguing","AC_30_70"
"AC_30_70_15","Conferencing","AC_30_70"
"AC_30_70_18","Conserving","AC_30_70"
"AC_30_70_23","Drawings Studying","AC_30_70"
"AC_30_70_27","Enquiring","AC_30_70"
"AC_30_70_30","Film Storing","AC_30_70"
"AC_30_70_46","Lending","AC_30_70"
"AC_30_70_47","Library Storing","AC_30_70"
"AC_30_70_50","Map Reading","AC_30_70"
"AC_30_70_56","Newspaper Reading","AC_30_70"
"AC_30_70_62","Photocopying","AC_30_70"
"AC_30_70_63","Photograph Studying","AC_30_70"
"AC_30_70_71","Reading","AC_30_70"
"AC_30_70_72","Referencing","AC_30_70"
"AC_30_70_82","Studying","AC_30_70"
"AC_35","Industrial Activities","AC"
"AC_35_10","Mineral Extraction Activities","AC_35"
"AC_35_10_28","Explosives Storing","AC_35_10"
"AC_35_10_52","Mineral Storing","AC_35_10"
"AC_35_10_57","Offshore Oil And Gas Drilling","AC_35_10"
"AC_35_10_58","Oil And Gas Storing","AC_35_10"
"AC_35_10_59","Onshore Oil And Gas Drilling","AC_35_10"
"AC_35_10_60","Opencast Mining","AC_35_10"
"AC_35_10_69","Quarrying","AC_35_10"
"AC_35_10_85","Surface Mining","AC_35_10"
"AC_35_10_91","Underground Mining","AC_35_10"
"AC_35_10_92","Underground Mine Hoist Controlling","AC_35_10"
"AC_35_10_93","Underground Mine Access","AC_35_10"
"AC_35_10_94","Underground Mine Tunnelling","AC_35_10"
"AC_35_20","Agricultural Activities","AC_35"
"AC_35_20_03","Animal Exercising","AC_35_20"
"AC_35_20_04","Animal Housing","AC_35_20"
"AC_35_20_11","Caging","AC_35_20"
"AC_35_20_12","Cattle Housing","AC_35_20"
"AC_35_20_18","Crofting","AC_35_20"
"AC_35_20_24","Dungsteading","AC_35_20"
"AC_35_20_25","Farm Effluent Tanking","AC_35_20"
"AC_35_20_26","Farm Goods Selling","AC_35_20"
"AC_35_20_27","Feed Storing","AC_35_20"
"AC_35_20_28","Field Grazing","AC_35_20"
"AC_35_20_29","Fish Cultivating","AC_35_20"
"AC_35_20_30","Fishing","AC_35_20"
"AC_35_20_31","Foresting","AC_35_20"
"AC_35_20_34","Glasshouse Growing","AC_35_20"
"AC_35_20_36","Grain Storing","AC_35_20"
"AC_35_20_39","Hothouse Growing","AC_35_20"
"AC_35_20_47","Livestock Activities","AC_35_20"
"AC_35_20_52","Milking","AC_35_20"
"AC_35_20_55","Mushroom Cultivating","AC_35_20"
"AC_35_20_62","Penning","AC_35_20"
"AC_35_20_63","Pig Housing","AC_35_20"
"AC_35_20_64","Plant Breeding","AC_35_20"
"AC_35_20_66","Poultry Housing","AC_35_20"
"AC_35_20_77","Shearing","AC_35_20"
"AC_35_20_78","Sheep Dipping","AC_35_20"
"AC_35_20_80","Slurry Tanking","AC_35_20"
"AC_35_20_83","Stabling","AC_35_20"
"AC_35_20_99","Yard Activities","AC_35_20"
"AC_35_30","Mineral Processing Activities","AC_35"
"AC_35_30_58","Ore Processing","AC_35_30"
"AC_35_30_59","Oil And Gas Processing","AC_35_30"
"AC_35_40","Agricultural Processing Activities","AC_35"
"AC_35_40_06","Baking","AC_35_40"
"AC_35_40_07","Bottling","AC_35_40"
"AC_35_40_09","Brewing","AC_35_40"
"AC_35_40_10","Butter-Making","AC_35_40"
"AC_35_40_11","Canning","AC_35_40"
"AC_35_40_12","Carcase Cold Storing","AC_35_40"
"AC_35_40_13","Carcase Processing","AC_35_40"
"AC_35_40_18","Cheese Maturing","AC_35_40"
"AC_35_40_22","Distilling","AC_35_40"
"AC_35_40_29","Factory Selling","AC_35_40"
"AC_35_40_30","Fish Processing","AC_35_40"
"AC_35_40_31","Fish Smoking","AC_35_40"
"AC_35_40_32","Fresh Fruit Packing","AC_35_40"
"AC_35_40_33","Fresh Vegetable Packing","AC_35_40"
"AC_35_40_44","Juicing","AC_35_40"
"AC_35_40_46","Leather Tanning","AC_35_40"
"AC_35_40_52","Meat Smoking","AC_35_40"
"AC_35_40_53","Micro-Brewing","AC_35_40"
"AC_35_40_54","Milk Processing","AC_35_40"
"AC_35_40_65","Poultry Processing","AC_35_40"
"AC_35_40_75","Sawing","AC_35_40"
"AC_35_40_80","Slaughtering","AC_35_40"
"AC_35_40_88","Threshing","AC_35_40"
"AC_35_40_90","Tobacco Drying","AC_35_40"
"AC_35_40_96","Wine Making","AC_35_40"
"AC_35_40_98","Wool Sorting","AC_35_40"
"AC_35_50","Manufacturing Activities","AC_35"
"AC_35_50_06","Batching","AC_35_50"
"AC_35_50_08","Brick Firing","AC_35_50"
"AC_35_50_11","Ceramic Firing","AC_35_50"
"AC_35_50_27","Electronics Clean Activities","AC_35_50"
"AC_35_50_29","Factory Selling","AC_35_50"
"AC_35_50_30","Finished Vehicle Storing","AC_35_50"
"AC_35_50_53","Mixing","AC_35_50"
"AC_35_50_60","Packaging","AC_35_50"
"AC_35_50_62","Pharmaceuticals Clean Activities","AC_35_50"
"AC_35_50_64","Printing","AC_35_50"
"AC_35_50_66","Production Servicing And Repairing","AC_35_50"
"AC_35_50_69","Quality Controlling","AC_35_50"
"AC_35_50_70","Raw Materials Storing","AC_35_50"
"AC_35_50_77","Sheltered Manufacturing","AC_35_50"
"AC_35_50_80","Spraying","AC_35_50"
"AC_35_50_90","Vehicle Finishing","AC_35_50"
"AC_35_50_91","Waste Gas Storing","AC_35_50"
"AC_35_50_92","Waste Gas Treating","AC_35_50"
"AC_35_50_93","Waste Liquids Storing","AC_35_50"
"AC_35_50_94","Waste Liquids Treating","AC_35_50"
"AC_35_50_95","Waste Solids Storing","AC_35_50"
"AC_35_50_96","Waste Solids Treating","AC_35_50"
"AC_35_50_97","Waste Water Treating","AC_35_50"
"AC_35_50_98","Work Benching","AC_35_50"
"AC_35_90","Warehousing And Distribution Activities","AC_35"
"AC_35_90_10","Builders' Storing","AC_35_90"
"AC_35_90_29","Factory Seconds Selling","AC_35_90"
"AC_35_90_48","Loading","AC_35_90"
"AC_35_90_50","Maintenance Storing","AC_35_90"
"AC_35_90_65","Road Salt Storing","AC_35_90"
"AC_35_90_80","Sorting And Distributing","AC_35_90"
"AC_35_90_96","Warehousing","AC_35_90"
"AC_40","Medical, Health And Welfare Activities","AC"
"AC_40_10","Medical Activities","AC_40"
"AC_40_10_01","Accident And Emergency Waiting","AC_40_10"
"AC_40_10_08","Birthing","AC_40_10"
"AC_40_10_10","Burns Treating","AC_40_10"
"AC_40_10_12","Children's Caring","AC_40_10"
"AC_40_10_15","Consulting","AC_40_10"
"AC_40_10_18","Ct And Other Scanning","AC_40_10"
"AC_40_10_22","Dental Surgery","AC_40_10"
"AC_40_10_23","Dissecting","AC_40_10"
"AC_40_10_24","Doctors' Consulting","AC_40_10"
"AC_40_10_30","Field Surgery","AC_40_10"
"AC_40_10_36","Hearing Testing","AC_40_10"
"AC_40_10_37","Hospital Laundering","AC_40_10"
"AC_40_10_38","Hospital Records Storing","AC_40_10"
"AC_40_10_42","Intensive Caring","AC_40_10"
"AC_40_10_43","Isolation Caring","AC_40_10"
"AC_40_10_50","Maternity Caring","AC_40_10"
"AC_40_10_57","Nursing","AC_40_10"
"AC_40_10_58","Occupational Therapy","AC_40_10"
"AC_40_10_59","Operating","AC_40_10"
"AC_40_10_64","Pharmaceutical Dispensing","AC_40_10"
"AC_40_10_65","Pharmacy Storing","AC_40_10"
"AC_40_10_66","Physiotherapy","AC_40_10"
"AC_40_10_68","Prosthetics Rehabilitating","AC_40_10"
"AC_40_10_70","Radiography","AC_40_10"
"AC_40_10_71","Radiotherapy","AC_40_10"
"AC_40_10_72","Reception","AC_40_10"
"AC_40_10_73","Recovering","AC_40_10"
"AC_40_10_74","Rehabilitating","AC_40_10"
"AC_40_10_76","Screening Research","AC_40_10"
"AC_40_30","Health Activities","AC_40"
"AC_40_30_08","Blood Donating","AC_40_30"
"AC_40_30_22","Dental Surgery","AC_40_30"
"AC_40_30_23","Doctors' Consulting","AC_40_30"
"AC_40_30_30","First Aiding","AC_40_30"
"AC_40_30_37","Health Waiting","AC_40_30"
"AC_40_30_52","Minor Operating","AC_40_30"
"AC_40_30_57","Nursing","AC_40_30"
"AC_40_30_63","Pharmaceutical Dispensing","AC_40_30"
"AC_40_30_64","Physiotherapy","AC_40_30"
"AC_40_30_67","Prosthetics Rehabilitating","AC_40_30"
"AC_40_30_71","Reception","AC_40_30"
"AC_40_30_72","Records Storing","AC_40_30"
"AC_40_30_76","Screening Researching","AC_40_30"
"AC_40_30_78","Sick Caring","AC_40_30"
"AC_40_30_87","Tattooing","AC_40_30"
"AC_40_50","Welfare Activities","AC_40"
"AC_40_50_15","Convalescing","AC_40_50"
"AC_40_50_28","Exercising","AC_40_50"
"AC_40_50_36","Homeless Eating","AC_40_50"
"AC_40_50_37","Homeless Sleeping","AC_40_50"
"AC_40_50_38","Hospice Sleeping","AC_40_50"
"AC_40_50_42","Infant Day Activities","AC_40_50"
"AC_40_50_55","Needle Using","AC_40_50"
"AC_40_50_57","Nursing Home Sleeping","AC_40_50"
"AC_40_50_75","Sanatoria Caring","AC_40_50"
"AC_40_50_80","Soup Dispensing","AC_40_50"
"AC_40_50_85","Suicide-Watching","AC_40_50"
"AC_40_50_97","Welfare Interviewing","AC_40_50"
"AC_40_70","Funerary Activities","AC_40"
"AC_40_70_04","Ash Urn Storing","AC_40_70"
"AC_40_70_10","Burial (In Ground)","AC_40_70"
"AC_40_70_15","Communal Memorialising","AC_40_70"
"AC_40_70_16","Corpse Holding","AC_40_70"
"AC_40_70_17","Corpse Observing","AC_40_70"
"AC_40_70_18","Cremating","AC_40_70"
"AC_40_70_29","Family Memorialising","AC_40_70"
"AC_40_70_30","Field Corpse Holding","AC_40_70"
"AC_40_70_31","Funeral Activities","AC_40_70"
"AC_40_70_32","Funeral Vault Storing","AC_40_70"
"AC_40_70_65","Private Memorialising","AC_40_70"
"AC_40_70_72","Remembering","AC_40_70"
"AC_40_90","Animal Medical, Health, Welfare And Funerary Activities","AC_40"
"AC_40_90_02","Animal Caring","AC_40_90"
"AC_40_90_03","Animal Clipping And Pedicuring","AC_40_90"
"AC_40_90_04","Animal Drug Dispensing","AC_40_90"
"AC_40_90_05","Animal Exercising","AC_40_90"
"AC_40_90_06","Animal Funerary Activities","AC_40_90"
"AC_40_90_07","Animal Operating","AC_40_90"
"AC_40_90_08","Animal Quarantining","AC_40_90"
"AC_40_90_09","Animal Recovering","AC_40_90"
"AC_40_90_37","Hippotherapy","AC_40_90"
"AC_40_90_92","Welfare Bird Housing","AC_40_90"
"AC_40_90_93","Welfare Cage Housing","AC_40_90"
"AC_40_90_94","Welfare Fish Housing","AC_40_90"
"AC_40_90_95","Welfare Kennelling","AC_40_90"
"AC_40_90_96","Welfare Pig Housing","AC_40_90"
"AC_40_90_97","Welfare Stabling","AC_40_90"
"AC_40_90_98","Welfare Stall Housing","AC_40_90"
"AC_45","Recreational Activities","AC"
"AC_45_05","Amusement Activities","AC_45"
"AC_45_05_01","Adventure Playing","AC_45_05"
"AC_45_05_03","Amusement Arcade Activities","AC_45_05"
"AC_45_05_08","Bookmaking","AC_45_05"
"AC_45_05_11","Camping","AC_45_05"
"AC_45_05_12","Caravanning","AC_45_05"
"AC_45_05_17","Contemplative Strolling","AC_45_05"
"AC_45_05_23","Dodgem Car Driving","AC_45_05"
"AC_45_05_33","Gambling","AC_45_05"
"AC_45_05_42","Indoor Ride Taking","AC_45_05"
"AC_45_05_43","Interpreting","AC_45_05"
"AC_45_05_58","Observing","AC_45_05"
"AC_45_05_59","Outdoor Activities","AC_45_05"
"AC_45_05_60","Outdoor Ride Taking","AC_45_05"
"AC_45_05_62","Permanent Fair Activities","AC_45_05"
"AC_45_05_63","Playing","AC_45_05"
"AC_45_05_65","Pleasure Strolling","AC_45_05"
"AC_45_05_88","Temporary Fair Activities","AC_45_05"
"AC_45_05_89","Theme Park Activities","AC_45_05"
"AC_45_05_90","Tourist Informing","AC_45_05"
"AC_45_20","Dining Activities","AC_45"
"AC_45_20_04","Alcoholic Beverage Dispensing","AC_45_20"
"AC_45_20_06","Banqueting","AC_45_20"
"AC_45_20_07","Beer Storing","AC_45_20"
"AC_45_20_08","Beer Outdoor Consuming","AC_45_20"
"AC_45_20_09","Beverage Dispensing","AC_45_20"
"AC_45_20_10","Buffet Displaying","AC_45_20"
"AC_45_20_14","Cocktail Drinking","AC_45_20"
"AC_45_20_15","Cold Storing","AC_45_20"
"AC_45_20_16","Cooking/ Chilling","AC_45_20"
"AC_45_20_19","Customer Queuing","AC_45_20"
"AC_45_20_20","Customer Waiting","AC_45_20"
"AC_45_20_27","Enclosed Dining","AC_45_20"
"AC_45_20_28","Food Activities","AC_45_20"
"AC_45_20_29","Food Preparation","AC_45_20"
"AC_45_20_30","Food Serving","AC_45_20"
"AC_45_20_31","Food Storing","AC_45_20"
"AC_45_20_32","Footpath Dining","AC_45_20"
"AC_45_20_33","Function Activities","AC_45_20"
"AC_45_20_52","Mess Dining","AC_45_20"
"AC_45_20_58","Open-Plan Dining","AC_45_20"
"AC_45_20_59","Outdoor Dining","AC_45_20"
"AC_45_20_72","Refectory Dining","AC_45_20"
"AC_45_20_75","Salad Displaying","AC_45_20"
"AC_45_20_90","Tray Returning","AC_45_20"
"AC_45_20_96","Waste Food Handling","AC_45_20"
"AC_45_20_98","Wine Storing","AC_45_20"
"AC_45_35","Historic Recreational Activities","AC_45"
"AC_45_35_04","Anglo-Saxon Ruins Exploring","AC_45_35"
"AC_45_35_06","Battle Sites Exploring","AC_45_35"
"AC_45_35_37","Historic Earthworks Exploring","AC_45_35"
"AC_45_35_41","Indoor Historic Activities","AC_45_35"
"AC_45_35_42","Industrial Ruins Exploring","AC_45_35"
"AC_45_35_51","Medieval Ruins Exploring","AC_45_35"
"AC_45_35_57","Norman Ruins Exploring","AC_45_35"
"AC_45_35_66","Prehistoric Ruins Exploring","AC_45_35"
"AC_45_35_72","Roman Ruins Exploring","AC_45_35"
"AC_45_35_95","Viking Ruins Exploring","AC_45_35"
"AC_45_60","Performing Arts Performance Activities","AC_45"
"AC_45_60_13","Circus Performing","AC_45_60"
"AC_45_60_21","Dancing","AC_45_60"
