"Code","Description","Parent"
"En_45_50_71","Educational Short-Term Residential Grounds","En_45_50"
"En_45_50_80","Religious Short-Term Residential Buildings","En_45_50"
"En_45_50_81","Religious Short-Term Residential Grounds","En_45_50"
"En_45_50_90","Temporary Residential Buildings","En_45_50"
"En_45_50_91","Temporary Residential Grounds","En_45_50"
"En_50","Disposal Entities","En"
"En_50_20","Wet Waste Collection And Distribution Entities","En_50"
"En_50_20_10","Wet Waste Collection Buildings","En_50_20"
"En_50_20_50","Wet Waste Distribution Buildings","En_50_20"
"En_50_20_52","Wet Waste Distribution Tunnels","En_50_20"
"En_50_20_58","Wet Waste Distribution Pipelines","En_50_20"
"En_50_40","Dry Waste Collection And Distribution Entities","En_50"
"En_50_40_10","Dry Waste Collection Buildings","En_50_40"
"En_50_40_50","Dry Waste Distribution Buildings","En_50_40"
"En_50_60","Wet Waste Storage, Treatment And Disposal Entities","En_50"
"En_50_60_10","Wet Waste Storage Buildings","En_50_60"
"En_50_60_15","Wet Waste Storage Tanks","En_50_60"
"En_50_60_40","Wet Waste Treatment Buildings","En_50_60"
"En_50_60_45","Wet Waste Treatment Tanks","En_50_60"
"En_50_60_70","Wet Waste Disposal Buildings","En_50_60"
"En_50_60_75","Wet Waste Disposal Tanks","En_50_60"
"En_50_80","Dry Waste Storage, Treatment And Disposal Entities","En_50"
"En_50_80_10","Dry Waste Storage Buildings","En_50_80"
"En_50_80_11","Dry Waste Storage Grounds","En_50_80"
"En_50_80_15","Dry Waste Storage Silos","En_50_80"
"En_50_80_40","Dry Waste Treatment Buildings","En_50_80"
"En_50_80_41","Dry Waste Treatment Grounds","En_50_80"
"En_50_80_45","Dry Waste Treatment Silos","En_50_80"
"En_50_80_70","Dry Waste Disposal Buildings","En_50_80"
"En_50_80_71","Dry Waste Disposal Grounds","En_50_80"
"En_50_80_75","Dry Waste Disposal Silos","En_50_80"
"En_55","Piped Supply Entities","En"
"En_55_20","Water Extraction And Treatment Entities","En_55"
"En_55_20_10","Water Extraction Buildings","En_55_20"
"En_55_20_15","Water Extraction Tanks","En_55_20"
"En_55_20_18","Water Extraction Pipelines","En_55_20"
"En_55_20_50","Water Treatment Buildings","En_55_20"
"En_55_20_55","Water Treatment Tanks","En_55_20"
"En_55_20_58","Water Treatment Pipelines","En_55_20"
"En_55_40","Fuel And Gas Extraction And Treatment Entities","En_55"
"En_55_40_10","Fuel Extraction Buildings","En_55_40"
"En_55_40_15","Fuel Extraction Tanks","En_55_40"
"En_55_40_18","Fuel Extraction Pipelines","En_55_40"
"En_55_40_30","Gas Extraction Buildings","En_55_40"
"En_55_40_35","Gas Extraction Tanks","En_55_40"
"En_55_40_38","Gas Extraction Pipelines","En_55_40"
"En_55_40_50","Fuel Treatment Buildings","En_55_40"
"En_55_40_55","Fuel Treatment Tanks","En_55_40"
"En_55_40_58","Fuel Treatment Pipelines","En_55_40"
"En_55_40_70","Gas Treatment Buildings","En_55_40"
"En_55_40_75","Gas Treatment Tanks","En_55_40"
"En_55_40_78","Gas Treatment Pipelines","En_55_40"
"En_55_60","Water Storage Entities","En_55"
"En_55_60_10","Water Storage Buildings","En_55_60"
"En_55_60_15","Water Storage Tanks","En_55_60"
"En_55_60_17","Water Storage Dams","En_55_60"
"En_55_70","Fuel And Gas Storage Entities","En_55"
"En_55_70_10","Fuel Storage Buildings","En_55_70"
"En_55_70_15","Fuel Storage Tanks","En_55_70"
"En_55_70_50","Gas Storage Buildings","En_55_70"
"En_55_70_55","Gas Storage Tanks","En_55_70"
"En_55_80","Water Distribution Entities","En_55"
"En_55_80_10","Water Distribution Buildings","En_55_80"
"En_55_80_18","Water Distribution Pipelines","En_55_80"
"En_55_90","Fuel And Gas Distribution Entities","En_55"
"En_55_90_10","Fuel Distribution Buildings","En_55_90"
"En_55_90_18","Fuel Distribution Pipelines","En_55_90"
"En_55_90_50","Gas Distribution Buildings","En_55_90"
"En_55_90_58","Gas Distribution Pipelines","En_55_90"
"En_60","Heating, Cooling And Refrigeration Entities","En"
"En_60_10","Heating Entities","En_60"
"En_60_10_10","Heating Buildings","En_60_10"
"En_60_10_18","Heating Pipelines","En_60_10"
"En_60_40","Cooling Entities","En_60"
"En_60_40_10","Cooling Buildings","En_60_40"
"En_60_40_18","Cooling Pipelines","En_60_40"
"En_60_70","Refrigeration Entities","En_60"
"En_60_70_10","Refrigeration Buildings","En_60_70"
"En_60_70_18","Refrigeration Pipelines","En_60_70"
"En_65","Ventilation And Air Conditioning Entities","En"
"En_65_40","Ventilation Entities","En_65"
"En_65_80","Air Conditioning Entities","En_65"
"En_70","Electrical Entities","En"
"En_70_10","Electrical Power Generation Entities","En_70"
"En_70_10_10","Electrical Power Generation Buildings","En_70_10"
"En_70_10_11","Electrical Power Generation Grounds","En_70_10"
"En_70_10_12","Electrical Power Generation Tunnels","En_70_10"
"En_70_10_16","Electrical Power Generation Masts And Towers","En_70_10"
"En_70_10_17","Electrical Power Generation Dams","En_70_10"
"En_70_40","Kinetic Power Generation Entities","En_70"
"En_70_40_10","Kinetic Power Generation Buildings","En_70_40"
"En_70_70","Electrical Power Transmission And Distribution Entities","En_70"
"En_70_70_10","Electrical Power Transmission Buildings","En_70_70"
"En_70_70_18","Electrical Power Transmission Pylons And Power Lines","En_70_70"
"En_70_70_50","Electrical Power Distribution Buildings","En_70_70"
"En_70_70_58","Electrical Power Distribution Pylons And Power Lines","En_70_70"
"En_75","Communications, Security, Safety And Protection Entities","En"
"En_75_10","Broadcast Communications Entities","En_75"
"En_75_10_10","Broadcast Communications Buildings","En_75_10"
"En_75_10_16","Broadcast Communications Masts","En_75_10"
"En_75_30","Peer-To-Peer Communications Entities","En_75"
"En_75_30_10","Peer-To-Peer Communications Buildings","En_75_30"
"En_75_30_18","Peer-To-Peer Communications Lines","En_75_30"
"En_75_70","Electronic Security Entities","En_75"
"En_75_70_10","Electronic Security Buildings","En_75_70"
"En_75_80","Electronic Safety Entities","En_75"
"En_75_80_10","Electronic Safety Buildings","En_75_80"
"En_75_90","Electronic Protection Entities","En_75"
"En_75_90_10","Electronic Protection Buildings","En_75_90"
"En_80","Rail Entities","En"
"En_80_10","Heavy Rail Entities","En_80"
"En_80_10_10","Heavy Rail Buildings","En_80_10"
"En_80_10_12","Heavy Rail Tunnels","En_80_10"
"En_80_10_13","Heavy Rail Bridges","En_80_10"
"En_80_10_14","Heavy Rail Cuttings","En_80_10"
"En_80_10_19","Heavy Railways","En_80_10"
"En_80_50","Light Rail Entities","En_80"
"En_80_50_10","Light Rail Buildings","En_80_50"
"En_80_50_12","Light Rail Tunnels","En_80_50"
"En_80_50_13","Light Rail Bridges","En_80_50"
"En_80_50_14","Light Rail Cuttings","En_80_50"
"En_80_50_19","Light Railways","En_80_50"
"En_80_80","Rail Loading And Embarkation Entities","En_80"
"En_80_80_10","Rail Loading Buildings","En_80_80"
"En_80_80_50","Rail Embarkation Buildings","En_80_80"
"En_80_90","Rail Storage And Repair Entities","En_80"
"En_80_90_10","Rail Storage Buildings","En_80_90"
"En_80_90_50","Rail Repair Buildings","En_80_90"
"En_81","Road Entities","En"
"En_81_10","Major Road Entities","En_81"
"En_81_10_10","Major Road Buildings","En_81_10"
"En_81_10_12","Major Road Tunnels","En_81_10"
"En_81_10_13","Major Road Bridges","En_81_10"
"En_81_10_14","Major Road Cuttings","En_81_10"
"En_81_10_19","Major Roadways","En_81_10"
"En_81_50","Minor Road Entities","En_81"
"En_81_50_10","Minor Road Buildings","En_81_50"
"En_81_50_12","Minor Road Tunnels","En_81_50"
"En_81_50_13","Minor Road Bridges","En_81_50"
"En_81_50_14","Minor Road Cuttings","En_81_50"
"En_81_50_19","Minor Roadways","En_81_50"
"En_81_70","Path Entities","En_81"
"En_81_70_10","Path Buildings","En_81_70"
"En_81_70_12","Path Tunnels","En_81_70"
"En_81_70_13","Path Bridges","En_81_70"
"En_81_70_14","Path Cuttings","En_81_70"
"En_81_70_19","Pathways","En_81_70"
"En_81_80","Road Loading And Embarkation Entities","En_81"
"En_81_80_10","Road Loading Buildings","En_81_80"
"En_81_80_50","Road Embarkation Buildings","En_81_80"
"En_81_90","Road Storage And Repair Entities","En_81"
"En_81_90_10","Road Storage Buildings","En_81_90"
"En_81_90_50","Road Repair Buildings","En_81_90"
"En_82","Marine And Waterway Entities","En"
"En_82_10","Marine Entities","En_82"
"En_82_10_10","Marine Buildings","En_82_10"
"En_82_10_12","Marine Tunnels","En_82_10"
"En_82_50","Waterway Entities","En_82"
"En_82_50_10","Waterway Buildings","En_82_50"
"En_82_50_12","Waterway Tunnels","En_82_50"
"En_82_50_13","Waterway Bridges (Viaducts)","En_82_50"
"En_82_50_14","Waterway Cuttings","En_82_50"
"En_82_50_19","Waterways","En_82_50"
"En_82_80","Marine And Waterway Loading And Embarkation Entities","En_82"
"En_82_80_10","Marine Loading Buildings","En_82_80"
"En_82_80_20","Waterway Loading Buildings","En_82_80"
"En_82_80_50","Marine Embarkation Buildings","En_82_80"
"En_82_80_60","Waterway Embarkation Buildings","En_82_80"
"En_82_90","Marine And Waterway Storage And Repair Entities","En_82"
"En_82_90_10","Marine Storage Buildings","En_82_90"
"En_82_90_20","Waterway Storage Buildings","En_82_90"
"En_82_90_50","Marine Repair Buildings","En_82_90"
"En_82_90_60","Waterway Repair Buildings","En_82_90"
"En_82_95","Marine And Waterway Protection Entities","En_82"
"En_82_95_10","Marine Protection Walls","En_82_95"
"En_82_95_50","Waterway Protection Walls","En_82_95"
"En_83","Cable Transport Entities","En"
"En_83_10","Cable Transport Entities","En_83"
"En_83_10_10","Cable Transport Buildings","En_83_10"
"En_83_10_19","Cableways","En_83_10"
"En_83_80","Cable Transport Loading And Embarkation Entities","En_83"
"En_83_80_10","Cable Transport Loading Buildings","En_83_80"
"En_83_80_50","Cable Transport Embarkation Buildings","En_83_80"
"En_83_90","Cable Transport Storage And Repair Entities","En_83"
"En_83_90_10","Cable Transport Storage Buildings","En_83_90"
"En_83_90_50","Cable Transport Repair Buildings","En_83_90"
