"Code","Description","Parent"
"Sp_25_64_04","Art Auction Rooms","Sp_25_64"
"Sp_25_64_06","Beauty Salons","Sp_25_64"
"Sp_25_64_07","Bicycle Parts And Accessories Shop Floors","Sp_25_64"
"Sp_25_64_08","Booking Halls","Sp_25_64"
"Sp_25_64_12","Checkout Points","Sp_25_64"
"Sp_25_64_14","Coal Yards","Sp_25_64"
"Sp_25_64_16","Collection Rooms","Sp_25_64"
"Sp_25_64_18","Commercial Art Galleries","Sp_25_64"
"Sp_25_64_20","Commercial Cashiers","Sp_25_64"
"Sp_25_64_22","Department Store Shop Floors","Sp_25_64"
"Sp_25_64_27","Equipment Service Stores","Sp_25_64"
"Sp_25_64_29","Factory Retail Rooms","Sp_25_64"
"Sp_25_64_30","Fitting Rooms","Sp_25_64"
"Sp_25_64_31","Florist Shop Floors","Sp_25_64"
"Sp_25_64_32","Food And Drink Kiosks","Sp_25_64"
"Sp_25_64_33","Food Shop Floors","Sp_25_64"
"Sp_25_64_34","Furniture Auction Rooms","Sp_25_64"
"Sp_25_64_36","Haircutting Salons","Sp_25_64"
"Sp_25_64_42","Indoor Market Stalls","Sp_25_64"
"Sp_25_64_45","Key Cutting Booths","Sp_25_64"
"Sp_25_64_50","Mail Order Sorting Rooms","Sp_25_64"
"Sp_25_64_56","Newsagent Kiosks","Sp_25_64"
"Sp_25_64_59","Outdoor Market Stalls","Sp_25_64"
"Sp_25_64_77","Shoe Repair Booths","Sp_25_64"
"Sp_25_64_78","Shopping Arcades (Circulation Spaces)","Sp_25_64"
"Sp_25_64_79","Show Rooms","Sp_25_64"
"Sp_25_64_85","Supermarket Shop Floors","Sp_25_64"
"Sp_25_64_88","Temporary Food And Drink Kiosks","Sp_25_64"
"Sp_25_64_93","Utilities Service Spaces","Sp_25_64"
"Sp_25_70","Military Spaces","Sp_25"
"Sp_25_70_02","Air Raid Shelters","Sp_25_70"
"Sp_25_70_04","Arms Depots","Sp_25_70"
"Sp_25_70_09","Bomb Shelters","Sp_25_70"
"Sp_25_70_27","Emergency Bunkers","Sp_25_70"
"Sp_25_70_29","Fallout Shelters","Sp_25_70"
"Sp_25_70_31","Firing Ranges","Sp_25_70"
"Sp_25_70_52","Military Camps","Sp_25_70"
"Sp_25_70_54","Military Parade Grounds","Sp_25_70"
"Sp_25_70_88","Test Ranges","Sp_25_70"
"Sp_25_70_90","Training Buildings","Sp_25_70"
"Sp_25_70_91","Training Grounds","Sp_25_70"
"Sp_25_80","Law Enforcement And Judicial Spaces","Sp_25"
"Sp_25_80_15","Court Rooms","Sp_25_80"
"Sp_25_80_28","Evidence Rooms","Sp_25_80"
"Sp_25_80_37","Holding Cells","Sp_25_80"
"Sp_25_80_41","Judges' Benches","Sp_25_80"
"Sp_25_80_42","Judges' Chambers","Sp_25_80"
"Sp_25_80_44","Jury Boxes","Sp_25_80"
"Sp_25_80_45","Jury Rooms","Sp_25_80"
"Sp_25_80_68","Public Galleries","Sp_25_80"
"Sp_25_80_77","Secure Interview Rooms","Sp_25_80"
"Sp_25_80_97","Witness Stands","Sp_25_80"
"Sp_25_85","Detention Spaces","Sp_25"
"Sp_25_85_15","Communal Inmate Dayrooms","Sp_25_85"
"Sp_25_85_22","Detention Cells","Sp_25_85"
"Sp_25_85_28","Exercise Yards","Sp_25_85"
"Sp_25_85_35","Guard Stations","Sp_25_85"
"Sp_25_85_38","Holding Cells","Sp_25_85"
"Sp_25_85_59","Open Secure Visiting Rooms","Sp_25_85"
"Sp_25_85_66","Private Secure Visiting Rooms","Sp_25_85"
"Sp_25_85_95","Vehicle Impound Yards","Sp_25_85"
"Sp_25_87","Security Spaces","Sp_25"
"Sp_25_87_06","Bag Search Counter","Sp_25_87"
"Sp_25_87_32","Frisking Area","Sp_25_87"
"Sp_25_87_63","Pedestrian Security Check","Sp_25_87"
"Sp_25_87_76","Security Screen Area","Sp_25_87"
"Sp_25_87_86","Strip Search Room","Sp_25_87"
"Sp_25_87_95","Vehicular Security Check","Sp_25_87"
"Sp_25_90","Fire And Rescue Spaces","Sp_25"
"Sp_25_90_27","Emergency Communications Rooms","Sp_25_90"
"Sp_25_90_28","Emergency Vehicle Standing Areas","Sp_25_90"
"Sp_25_90_30","Fire Refuge Spaces","Sp_25_90"
"Sp_25_90_31","Fire Training Tower Spaces","Sp_25_90"
"Sp_25_90_71","Rescue Gear Stores","Sp_25_90"
"Sp_25_95","Reception Spaces","Sp_25"
"Sp_25_95_72","Reception Areas","Sp_25_95"
"Sp_25_95_73","Reception Counter Spaces","Sp_25_95"
"Sp_25_95_96","Waiting Rooms","Sp_25_95"
"Sp_30","Educational, Scientific And Information Spaces","Sp"
"Sp_30_05","Cultural Spaces","Sp_30"
"Sp_30_05_20","Cultural Parade Routes","Sp_30_05"
"Sp_30_05_66","Procession And March Routes","Sp_30_05"
"Sp_30_05_72","Remembrance Sites","Sp_30_05"
"Sp_30_10","Educational Spaces","Sp_30"
"Sp_30_10_01","Adult Education Classrooms","Sp_30_10"
"Sp_30_10_04","Art Studios","Sp_30_10"
"Sp_30_10_05","Assembly Halls","Sp_30_10"
"Sp_30_10_08","Breakout Spaces","Sp_30_10"
"Sp_30_10_15","Computer Laboratories","Sp_30_10"
"Sp_30_10_17","Craft Studios","Sp_30_10"
"Sp_30_10_21","Dance Studios","Sp_30_10"
"Sp_30_10_23","Dissection Theatres","Sp_30_10"
"Sp_30_10_25","Drama Studios","Sp_30_10"
"Sp_30_10_37","Home Economics Classrooms","Sp_30_10"
"Sp_30_10_42","Infant Classrooms","Sp_30_10"
"Sp_30_10_46","Language Laboratories","Sp_30_10"
"Sp_30_10_47","Lecture Theatres","Sp_30_10"
"Sp_30_10_51","Metalwork Classrooms","Sp_30_10"
"Sp_30_10_55","Music Rooms","Sp_30_10"
"Sp_30_10_62","Plastics Work Classrooms","Sp_30_10"
"Sp_30_10_64","Pre-Tertiary Classrooms","Sp_30_10"
"Sp_30_10_66","Primary Classrooms","Sp_30_10"
"Sp_30_10_71","Religious Education Classrooms","Sp_30_10"
"Sp_30_10_77","Secondary Classrooms","Sp_30_10"
"Sp_30_10_78","Seminar Rooms","Sp_30_10"
"Sp_30_10_80","Staff Common Rooms","Sp_30_10"
"Sp_30_10_82","Student Common Rooms","Sp_30_10"
"Sp_30_10_84","Study Rooms","Sp_30_10"
"Sp_30_10_90","Tertiary Classrooms","Sp_30_10"
"Sp_30_10_97","Woodwork Classrooms","Sp_30_10"
"Sp_30_30","Scientific Laboratory Spaces","Sp_30"
"Sp_30_30_02","Analytical Chemistry Laboratories","Sp_30_30"
"Sp_30_30_03","Animal Laboratories","Sp_30_30"
"Sp_30_30_04","Astronomical Laboratories","Sp_30_30"
"Sp_30_30_05","Astronomical Observatory Domes","Sp_30_30"
"Sp_30_30_07","Biological Laboratories","Sp_30_30"
"Sp_30_30_08","Biology Teaching Laboratories","Sp_30_30"
"Sp_30_30_10","Bioscience Laboratories","Sp_30_30"
"Sp_30_30_13","Chemistry Teaching Laboratories","Sp_30_30"
"Sp_30_30_15","Clinical Biochemistry Laboratories","Sp_30_30"
"Sp_30_30_16","Clinical Microbiology Laboratories","Sp_30_30"
"Sp_30_30_17","Clinical Pathology Laboratories","Sp_30_30"
"Sp_30_30_19","Containment Laboratories","Sp_30_30"
"Sp_30_30_23","Dry Laboratories","Sp_30_30"
"Sp_30_30_26","Earth Sciences Laboratories","Sp_30_30"
"Sp_30_30_31","Forensics Laboratories","Sp_30_30"
"Sp_30_30_33","Geology Laboratories","Sp_30_30"
"Sp_30_30_42","Inorganic Chemistry Laboratories","Sp_30_30"
"Sp_30_30_58","Optical Physics Laboratories","Sp_30_30"
"Sp_30_30_59","Organic Chemistry Laboratories","Sp_30_30"
"Sp_30_30_63","Physical Chemistry Laboratories","Sp_30_30"
"Sp_30_30_65","Physical Sciences Laboratories","Sp_30_30"
"Sp_30_30_66","Physics Teaching Laboratories","Sp_30_30"
"Sp_30_30_68","Psychology Laboratories","Sp_30_30"
"Sp_30_30_80","Solar Observatory Rooms","Sp_30_30"
"Sp_30_30_90","Toxicology Laboratories","Sp_30_30"
"Sp_30_30_96","Wet Laboratories","Sp_30_30"
"Sp_30_35","Scientific Ancillary Spaces","Sp_30"
"Sp_30_35_02","Anechoic Chambers","Sp_30_35"
"Sp_30_35_03","Animal Holding Rooms","Sp_30_35"
"Sp_30_35_05","Autoclave Rooms","Sp_30_35"
"Sp_30_35_06","Bioscience Equipment Rooms","Sp_30_35"
"Sp_30_35_08","Blood Banks","Sp_30_35"
"Sp_30_35_14","Chemicals Stores","Sp_30_35"
"Sp_30_35_16","Clean Rooms","Sp_30_35"
"Sp_30_35_18","Computer Rooms","Sp_30_35"
"Sp_30_35_19","Containment Rooms","Sp_30_35"
"Sp_30_35_21","Dark Rooms","Sp_30_35"
"Sp_30_35_28","Experiment Control Rooms","Sp_30_35"
"Sp_30_35_29","Flammable Chemical Stores","Sp_30_35"
"Sp_30_35_30","Flow Cytometry Rooms","Sp_30_35"
"Sp_30_35_36","Hyperbaric Chambers","Sp_30_35"
"Sp_30_35_42","Instrument Rooms","Sp_30_35"
"Sp_30_35_46","Laboratory Cold Rooms","Sp_30_35"
"Sp_30_35_47","Laboratory Warm Rooms","Sp_30_35"
"Sp_30_35_70","Radiation Shielded Rooms","Sp_30_35"
"Sp_30_35_76","Seismograph Rooms","Sp_30_35"
"Sp_30_35_88","Tissue Culture Rooms","Sp_30_35"
"Sp_30_50","Exhibition Spaces","Sp_30"
"Sp_30_50_04","Art Galleries","Sp_30_50"
"Sp_30_50_15","Collection Exhibition Spaces","Sp_30_50"
"Sp_30_50_16","Conservation Rooms","Sp_30_50"
"Sp_30_50_21","Diorama Rooms","Sp_30_50"
"Sp_30_50_22","Display Aquaria","Sp_30_50"
"Sp_30_50_23","Display Aviaries","Sp_30_50"
"Sp_30_50_24","Display Cages","Sp_30_50"
"Sp_30_50_25","Display Enclosures","Sp_30_50"
"Sp_30_50_26","Display Pools","Sp_30_50"
"Sp_30_50_29","Fauna Exhibition Spaces","Sp_30_50"
"Sp_30_50_31","Flora Exhibition Spaces","Sp_30_50"
"Sp_30_50_55","Multipurpose Exhibition Spaces","Sp_30_50"
"Sp_30_50_63","Planetaria","Sp_30_50"
"Sp_30_50_66","Product Display Spaces","Sp_30_50"
"Sp_30_50_67","Product Display Stands","Sp_30_50"
"Sp_30_50_73","Sculpture Galleries","Sp_30_50"
"Sp_30_50_74","Sculpture Gardens","Sp_30_50"
"Sp_30_50_87","Temporary Exhibition Booths","Sp_30_50"
"Sp_30_50_88","Temporary Exhibition Spaces","Sp_30_50"
"Sp_30_50_90","Touching Pools","Sp_30_50"
"Sp_30_50_93","Underwater Viewing Spaces","Sp_30_50"
"Sp_30_50_94","Viewing Platforms","Sp_30_50"
"Sp_30_50_95","Viewing Walkways","Sp_30_50"
"Sp_30_70","Information Spaces","Sp_30"
"Sp_30_70_04","Archives","Sp_30_70"
"Sp_30_70_05","Audio-Visual Study Rooms","Sp_30_70"
"Sp_30_70_08","Borrowing And Return Counters","Sp_30_70"
"Sp_30_70_11","Catalogue Areas","Sp_30_70"
"Sp_30_70_15","Conference Auditoria","Sp_30_70"
"Sp_30_70_16","Conference Rooms","Sp_30_70"
"Sp_30_70_18","Conservation Rooms","Sp_30_70"
"Sp_30_70_23","Drawing Study Rooms","Sp_30_70"
"Sp_30_70_27","Enquiry Areas","Sp_30_70"
"Sp_30_70_30","Film Storage Vaults","Sp_30_70"
"Sp_30_70_46","Lending Areas","Sp_30_70"
"Sp_30_70_47","Library Stacks","Sp_30_70"
"Sp_30_70_50","Map Rooms","Sp_30_70"
"Sp_30_70_56","Newspaper Reading Rooms","Sp_30_70"
"Sp_30_70_62","Photocopying Rooms","Sp_30_70"
"Sp_30_70_63","Photograph Study Rooms","Sp_30_70"
"Sp_30_70_71","Reading Rooms","Sp_30_70"
"Sp_30_70_72","Reference Areas","Sp_30_70"
"Sp_30_70_82","Study Areas","Sp_30_70"
"Sp_35","Industrial Spaces","Sp"
"Sp_35_10","Mineral Extraction Spaces","Sp_35"
"Sp_35_10_28","Explosives Store Rooms","Sp_35_10"
"Sp_35_10_52","Mineral Storage Spaces","Sp_35_10"
"Sp_35_10_57","Offshore Oil And Gas Drilling Areas","Sp_35_10"
"Sp_35_10_58","Oil And Gas Storage Spaces","Sp_35_10"
"Sp_35_10_59","Onshore Oil And Gas Drilling Areas","Sp_35_10"
"Sp_35_10_60","Opencast Mines","Sp_35_10"
"Sp_35_10_69","Quarries","Sp_35_10"
"Sp_35_10_85","Surface Mining Areas","Sp_35_10"
"Sp_35_10_91","Underground Mine Chambers","Sp_35_10"
"Sp_35_10_92","Underground Mine Hoist Control Rooms","Sp_35_10"
"Sp_35_10_93","Underground Mine Shafts","Sp_35_10"
"Sp_35_10_94","Underground Mine Tunnels","Sp_35_10"
"Sp_35_20","Agricultural Spaces","Sp_35"
"Sp_35_20_11","Cages","Sp_35_20"
"Sp_35_20_12","Cattle Byres","Sp_35_20"
"Sp_35_20_18","Crofts","Sp_35_20"
"Sp_35_20_24","Dungsteads","Sp_35_20"
"Sp_35_20_25","Farm Effluent Tanks","Sp_35_20"
"Sp_35_20_26","Farm Shops","Sp_35_20"
"Sp_35_20_27","Feed Stores","Sp_35_20"
"Sp_35_20_28","Fields","Sp_35_20"
"Sp_35_20_29","Fish Cultivation Aquaria","Sp_35_20"
"Sp_35_20_30","Fisheries","Sp_35_20"
"Sp_35_20_31","Forests","Sp_35_20"
"Sp_35_20_34","Glasshouse Spaces","Sp_35_20"
"Sp_35_20_35","Grain Hoppers","Sp_35_20"
"Sp_35_20_36","Grain Stores","Sp_35_20"
"Sp_35_20_39","Hothouse Spaces","Sp_35_20"
"Sp_35_20_47","Livestock Ranges","Sp_35_20"
"Sp_35_20_52","Milking Parlours","Sp_35_20"
"Sp_35_20_55","Mushroom Cultivation Spaces","Sp_35_20"
"Sp_35_20_60","Paddocks","Sp_35_20"
"Sp_35_20_62","Pens","Sp_35_20"
"Sp_35_20_64","Plant Nurseries","Sp_35_20"
"Sp_35_20_65","Plant Nursery Spaces","Sp_35_20"
"Sp_35_20_66","Poultry Batteries","Sp_35_20"
"Sp_35_20_77","Shearing Spaces","Sp_35_20"
"Sp_35_20_78","Sheep Dips","Sp_35_20"
"Sp_35_20_80","Slurry Tanks","Sp_35_20"
"Sp_35_20_83","Stables","Sp_35_20"
"Sp_35_20_84","Stalls","Sp_35_20"
"Sp_35_20_85","Sties","Sp_35_20"
"Sp_35_20_99","Yards","Sp_35_20"
"Sp_35_30","Mineral Processing Spaces","Sp_35"
"Sp_35_30_58","Ore Processing Spaces","Sp_35_30"
"Sp_35_30_59","Oil And Gas Processing Spaces","Sp_35_30"
"Sp_35_40","Agricultural Processing Spaces","Sp_35"
"Sp_35_40_06","Baking Rooms","Sp_35_40"
"Sp_35_40_07","Bottling Rooms","Sp_35_40"
"Sp_35_40_09","Brewing Rooms","Sp_35_40"
"Sp_35_40_10","Butter-Making Rooms","Sp_35_40"
"Sp_35_40_11","Canning Rooms","Sp_35_40"
"Sp_35_40_12","Carcase Cold Rooms","Sp_35_40"
"Sp_35_40_13","Carcase Processing Rooms","Sp_35_40"
"Sp_35_40_18","Cheese Maturation Rooms","Sp_35_40"
"Sp_35_40_22","Distillery Spaces","Sp_35_40"
"Sp_35_40_29","Factory Shops","Sp_35_40"
"Sp_35_40_30","Fish Processing Rooms","Sp_35_40"
"Sp_35_40_31","Fish Smoking Rooms","Sp_35_40"
"Sp_35_40_32","Fresh Fruit Packing Rooms","Sp_35_40"
"Sp_35_40_33","Fresh Vegetable Packing Rooms","Sp_35_40"
"Sp_35_40_44","Juicing Rooms","Sp_35_40"
"Sp_35_40_46","Leather Tanning Rooms","Sp_35_40"
"Sp_35_40_52","Meat Smoking Rooms","Sp_35_40"
"Sp_35_40_53","Micro-Brewing Rooms","Sp_35_40"
"Sp_35_40_54","Milk Processing Rooms","Sp_35_40"
"Sp_35_40_65","Poultry Processing Rooms","Sp_35_40"
"Sp_35_40_75","Sawing Rooms","Sp_35_40"
"Sp_35_40_80","Slaughter Rooms","Sp_35_40"
"Sp_35_40_88","Threshing Rooms","Sp_35_40"
"Sp_35_40_90","Tobacco Drying Rooms","Sp_35_40"
"Sp_35_40_96","Winery Spaces","Sp_35_40"
"Sp_35_40_98","Wool Sorting Rooms","Sp_35_40"
"Sp_35_50","Manufacturing Spaces","Sp_35"
"Sp_35_50_06","Batching Spaces","Sp_35_50"
"Sp_35_50_08","Brick Firing Kilns","Sp_35_50"
"Sp_35_50_11","Ceramic Firing Ovens","Sp_35_50"
"Sp_35_50_27","Electronics Clean Rooms","Sp_35_50"
"Sp_35_50_29","Factory Shops","Sp_35_50"
"Sp_35_50_30","Finished Vehicle Storage Spaces","Sp_35_50"
"Sp_35_50_53","Mixing Bins","Sp_35_50"
"Sp_35_50_60","Packaging Lines","Sp_35_50"
"Sp_35_50_62","Pharmaceuticals Clean Rooms","Sp_35_50"
"Sp_35_50_64","Printing Spaces","Sp_35_50"
"Sp_35_50_66","Production Service And Repair Spaces","Sp_35_50"
"Sp_35_50_69","Quality Control Spaces","Sp_35_50"
"Sp_35_50_70","Raw Materials Storage Silos","Sp_35_50"
"Sp_35_50_71","Raw Materials Storage Spaces","Sp_35_50"
"Sp_35_50_72","Raw Materials Storage Tanks","Sp_35_50"
"Sp_35_50_77","Sheltered Workshops","Sp_35_50"
"Sp_35_50_80","Spray Booths","Sp_35_50"
"Sp_35_50_90","Vehicle Finishing Spaces","Sp_35_50"
"Sp_35_50_91","Waste Gas Storage Spaces","Sp_35_50"
"Sp_35_50_92","Waste Gas Treatment Spaces","Sp_35_50"
"Sp_35_50_93","Waste Liquids Storage Spaces","Sp_35_50"
"Sp_35_50_94","Waste Liquids Treatment Spaces","Sp_35_50"
"Sp_35_50_95","Waste Solids Storage Spaces","Sp_35_50"
"Sp_35_50_96","Waste Solids Treatment Spaces","Sp_35_50"
"Sp_35_50_97","Waste Water Treatment Spaces","Sp_35_50"
"Sp_35_50_98","Workbench Spaces","Sp_35_50"
"Sp_35_90","Warehousing And Distribution Spaces","Sp_35"
"Sp_35_90_10","Builder's Yards","Sp_35_90"
"Sp_35_90_29","Factory Seconds Outlets","Sp_35_90"
"Sp_35_90_48","Loading Docks","Sp_35_90"
"Sp_35_90_50","Maintenance Depots","Sp_35_90"
"Sp_35_90_65","Road Salt Stores","Sp_35_90"
"Sp_35_90_80","Sorting And Distribution Spaces","Sp_35_90"
"Sp_35_90_96","Warehouse Spaces","Sp_35_90"
"Sp_40","Medical, Health And Welfare Spaces","Sp"
"Sp_40_10","Medical Spaces","Sp_40"
"Sp_40_10_01","Accident And Emergency Waiting Rooms","Sp_40_10"
"Sp_40_10_08","Birthing Rooms","Sp_40_10"
"Sp_40_10_10","Burns Units","Sp_40_10"
"Sp_40_10_12","Children's Wards","Sp_40_10"
"Sp_40_10_15","Consulting Rooms","Sp_40_10"
"Sp_40_10_18","Ct And Other Scanning Rooms","Sp_40_10"
"Sp_40_10_22","Dental Surgeries","Sp_40_10"
"Sp_40_10_23","Dissection Rooms","Sp_40_10"
"Sp_40_10_24","Doctors Consulting Rooms","Sp_40_10"
"Sp_40_10_30","Field Surgeries","Sp_40_10"
"Sp_40_10_36","Hearing Test Rooms","Sp_40_10"
"Sp_40_10_37","Hospital Laundries","Sp_40_10"
"Sp_40_10_38","Hospital Records Stores","Sp_40_10"
"Sp_40_10_42","Intensive Care Wards","Sp_40_10"
"Sp_40_10_43","Isolation Units","Sp_40_10"
"Sp_40_10_50","Maternity Wards","Sp_40_10"
"Sp_40_10_57","Nursing Clinics","Sp_40_10"
"Sp_40_10_58","Occupational Therapy Rooms","Sp_40_10"
"Sp_40_10_59","Operating Theatres","Sp_40_10"
"Sp_40_10_64","Pharmaceutical Dispensaries","Sp_40_10"
"Sp_40_10_65","Pharmacies","Sp_40_10"
"Sp_40_10_66","Physiotherapy Rooms","Sp_40_10"
"Sp_40_10_68","Prosthetics Rehabilitation Rooms","Sp_40_10"
"Sp_40_10_70","Radiography Rooms","Sp_40_10"
"Sp_40_10_71","Radiotherapy Rooms","Sp_40_10"
"Sp_40_10_72","Receptionist Areas","Sp_40_10"
"Sp_40_10_73","Recovery Wards","Sp_40_10"
"Sp_40_10_74","Rehabilitation Rooms","Sp_40_10"
"Sp_40_10_76","Screening Laboratories","Sp_40_10"
"Sp_40_30","Health Spaces","Sp_40"
"Sp_40_30_08","Blood Donation Rooms","Sp_40_30"
"Sp_40_30_22","Dental Surgeries","Sp_40_30"
"Sp_40_30_23","Doctors Consulting Rooms","Sp_40_30"
"Sp_40_30_30","First Aid Posts","Sp_40_30"
"Sp_40_30_37","Health Waiting Rooms","Sp_40_30"
"Sp_40_30_52","Minor Operating Theatres","Sp_40_30"
"Sp_40_30_57","Nursing Clinics","Sp_40_30"
"Sp_40_30_63","Pharmaceutical Dispensaries","Sp_40_30"
"Sp_40_30_64","Physiotherapy Rooms","Sp_40_30"
"Sp_40_30_67","Prosthetics Rehabilitation Rooms","Sp_40_30"
"Sp_40_30_71","Receptionist Areas","Sp_40_30"
"Sp_40_30_72","Records Stores","Sp_40_30"
"Sp_40_30_76","Screening Laboratories","Sp_40_30"
"Sp_40_30_78","Sick Bays","Sp_40_30"
"Sp_40_30_87","Tattoo Parlours","Sp_40_30"
"Sp_40_50","Welfare Spaces","Sp_40"
"Sp_40_50_15","Convalescence Decks","Sp_40_50"
"Sp_40_50_16","Convalescence Rooms","Sp_40_50"
"Sp_40_50_17","Crèches","Sp_40_50"
"Sp_40_50_28","Exercise Rooms","Sp_40_50"
"Sp_40_50_36","Homeless Dormitories","Sp_40_50"
"Sp_40_50_37","Homeless Refectories","Sp_40_50"
"Sp_40_50_38","Hospice Bedrooms","Sp_40_50"
"Sp_40_50_55","Needle Use Rooms","Sp_40_50"
"Sp_40_50_56","Nurseries","Sp_40_50"
"Sp_40_50_57","Nursing Home Bedrooms","Sp_40_50"
"Sp_40_50_75","Sanatoria Wards","Sp_40_50"
"Sp_40_50_80","Soup Kitchens","Sp_40_50"
"Sp_40_50_85","Suicide-Watch Rooms","Sp_40_50"
"Sp_40_50_97","Welfare Interview Rooms","Sp_40_50"
"Sp_40_70","Funerary Spaces","Sp_40"
"Sp_40_70_12","Cemeteries","Sp_40_70"
"Sp_40_70_13","Chapels Of Rest","Sp_40_70"
"Sp_40_70_15","Columbaria","Sp_40_70"
"Sp_40_70_18","Crematorium Oven Rooms","Sp_40_70"
"Sp_40_70_29","Field Mortuaries","Sp_40_70"
"Sp_40_70_31","Funeral Parlours","Sp_40_70"
