"Code","Description","Parent"
"Pr_20_29_23_11","Carbon Steel Dowel Bars","Pr_20_29_23"
"Pr_20_29_23_12","Carbon Steel Rods","Pr_20_29_23"
"Pr_20_29_23_30","Fibre-Reinforced Plastics Dowels","Pr_20_29_23"
"Pr_20_29_23_36","Hardwood Dowels","Pr_20_29_23"
"Pr_20_29_23_37","Hardwood Pegs","Pr_20_29_23"
"Pr_20_29_23_50","Masonry Dowels","Pr_20_29_23"
"Pr_20_29_23_80","Softwood Dowels","Pr_20_29_23"
"Pr_20_29_23_81","Softwood Pegs","Pr_20_29_23"
"Pr_20_29_23_83","Stainless Steel Dowel Bars","Pr_20_29_23"
"Pr_20_29_23_84","Stainless Steel Rods","Pr_20_29_23"
"Pr_20_29_23_92","U-Pins","Pr_20_29_23"
"Pr_20_29_29","Flat And Folded Plate Fasteners","Pr_20_29"
"Pr_20_29_29_08","Bolted Joint Connectors","Pr_20_29_29"
"Pr_20_29_29_12","Carbon Steel Nailing Plates","Pr_20_29_29"
"Pr_20_29_29_13","Carbon Steel Punched Metal Plate Fasteners","Pr_20_29_29"
"Pr_20_29_29_44","Joist Hangers","Pr_20_29_29"
"Pr_20_29_29_84","Stainless Steel Nailing Plates","Pr_20_29_29"
"Pr_20_29_29_85","Stainless Steel Punched Metal Plate Fasteners","Pr_20_29_29"
"Pr_20_29_34","Glass Fasteners","Pr_20_29"
"Pr_20_29_34_34","Glass Fin Splice Plates","Pr_20_29_34"
"Pr_20_29_34_35","Glass Fixing Patch Plates","Pr_20_29_34"
"Pr_20_29_34_84","Stainless Steel Glass Fixing Point Connectors","Pr_20_29_34"
"Pr_20_29_56","Nails And Screws","Pr_20_29"
"Pr_20_29_56_02","Aluminium Nails","Pr_20_29_56"
"Pr_20_29_56_11","Carbon Steel Nails","Pr_20_29_56"
"Pr_20_29_56_12","Carbon Steel Wire Nails","Pr_20_29_56"
"Pr_20_29_56_15","Coach Screws","Pr_20_29_56"
"Pr_20_29_56_16","Copper Nails","Pr_20_29_56"
"Pr_20_29_56_36","Hexagon Head Carbon Steel Screws","Pr_20_29_56"
"Pr_20_29_56_37","Hexagon Head Stainless Steel Screws","Pr_20_29_56"
"Pr_20_29_56_64","Power-Driven Nails","Pr_20_29_56"
"Pr_20_29_56_76","Self-Drilling Or Self-Tapping Screws","Pr_20_29_56"
"Pr_20_29_56_78","Shot-Fired Nails","Pr_20_29_56"
"Pr_20_29_56_83","Stainless Steel Nails","Pr_20_29_56"
"Pr_20_29_56_84","Stainless Steel Set Screws","Pr_20_29_56"
"Pr_20_29_56_85","Staples","Pr_20_29_56"
"Pr_20_29_56_88","Timber Screws","Pr_20_29_56"
"Pr_20_29_56_97","Wood Screws","Pr_20_29_56"
"Pr_20_29_60","Packings, Bearings, Washers And Ferrules","Pr_20_29"
"Pr_20_29_60_11","Carbon Steel Fixing Lugs","Pr_20_29_60"
"Pr_20_29_60_12","Carbon Steel Shims And Folding Wedges","Pr_20_29_60"
"Pr_20_29_60_20","Cups","Pr_20_29_60"
"Pr_20_29_60_23","Dowel-Retaining Fasteners","Pr_20_29_60"
"Pr_20_29_60_30","Ferrules","Pr_20_29_60"
"Pr_20_29_60_31","Flat Jacks","Pr_20_29_60"
"Pr_20_29_60_32","Formwork Cover Spacers","Pr_20_29_60"
"Pr_20_29_60_60","Packings","Pr_20_29_60"
"Pr_20_29_60_62","Plastics Dowel Bar Caps","Pr_20_29_60"
"Pr_20_29_60_63","Plastics Dowel Bar Sleeves","Pr_20_29_60"
"Pr_20_29_60_64","Plastics Sleeves","Pr_20_29_60"
"Pr_20_29_60_73","Rubber Bearings","Pr_20_29_60"
"Pr_20_29_60_80","Sliding Surface Bearings","Pr_20_29_60"
"Pr_20_29_60_84","Spacer Sleeves","Pr_20_29_60"
"Pr_20_29_60_85","Stainless Steel Shims And Folding Wedges","Pr_20_29_60"
"Pr_20_29_60_96","Washers","Pr_20_29_60"
"Pr_20_29_63","Plugs","Pr_20_29"
"Pr_20_29_63_50","Masonry Plugs","Pr_20_29_63"
"Pr_20_29_63_63","Plastics Plugs","Pr_20_29_63"
"Pr_20_29_63_84","Studded Cavity Drainage Membrane Plugs","Pr_20_29_63"
"Pr_20_29_63_85","Surface Plugs And Pellets","Pr_20_29_63"
"Pr_20_29_71","Rivets","Pr_20_29"
"Pr_20_29_71_08","Blind Rivets","Pr_20_29_71"
"Pr_20_29_71_72","Rivets","Pr_20_29_71"
"Pr_20_29_72","Roofing Fasteners","Pr_20_29"
"Pr_20_29_72_30","Forked Roofing Connectors","Pr_20_29_72"
"Pr_20_29_72_36","Hazel Staples","Pr_20_29_72"
"Pr_20_29_72_37","Hazel Sways","Pr_20_29_72"
"Pr_20_29_72_39","Hip Irons","Pr_20_29_72"
"Pr_20_29_72_41","Insulation Fixing Spikes","Pr_20_29_72"
"Pr_20_29_72_52","Metal Sways","Pr_20_29_72"
"Pr_20_29_72_58","Overlay Fasteners","Pr_20_29_72"
"Pr_20_29_72_73","Roofing Corner Plates","Pr_20_29_72"
"Pr_20_29_72_89","Thatching Hooks","Pr_20_29_72"
"Pr_20_29_72_97","Willow Sways","Pr_20_29_72"
"Pr_20_31","Formless Structure And General Products","Pr_20"
"Pr_20_31_02","Adhesives And Bonding Compounds","Pr_20_31"
"Pr_20_31_02_02","Acrylic Anaerobic Adhesives","Pr_20_31_02"
"Pr_20_31_02_03","Acrylic And Methacrylate Adhesives","Pr_20_31_02"
"Pr_20_31_02_04","All-Purpose Pastes","Pr_20_31_02"
"Pr_20_31_02_06","Bio-Resin Adhesives","Pr_20_31_02"
"Pr_20_31_02_07","Bitumen Bonding Compounds","Pr_20_31_02"
"Pr_20_31_02_08","Bitumen-Based Bonding Compounds","Pr_20_31_02"
"Pr_20_31_02_09","Bitumen Rubber Emulsion Adhesives","Pr_20_31_02"
"Pr_20_31_02_12","Cementitious Adhesives","Pr_20_31_02"
"Pr_20_31_02_15","Cold-Applied Bitumen Bonding Compounds","Pr_20_31_02"
"Pr_20_31_02_16","Cementitious Bonding Compounds","Pr_20_31_02"
"Pr_20_31_02_18","Cold Water Pastes","Pr_20_31_02"
"Pr_20_31_02_21","Damp-Proof Course Joint Sealer Adhesives","Pr_20_31_02"
"Pr_20_31_02_26","Epoxy Resin-Based Adhesives","Pr_20_31_02"
"Pr_20_31_02_28","Epoxy Resin-Based Bonding Compounds","Pr_20_31_02"
"Pr_20_31_02_33","Gilding Size","Pr_20_31_02"
"Pr_20_31_02_35","Gypsum-Based Adhesives","Pr_20_31_02"
"Pr_20_31_02_36","Heavy Duty Pastes","Pr_20_31_02"
"Pr_20_31_02_37","Hot-Applied Bitumen Bonding Compounds","Pr_20_31_02"
"Pr_20_31_02_38","High-Performance Ready-Mixed Adhesives","Pr_20_31_02"
"Pr_20_31_02_52","Modified Silane (Ms) Polymer Adhesives","Pr_20_31_02"
"Pr_20_31_02_56","Natural Rubber-Based And Latex Adhesives","Pr_20_31_02"
"Pr_20_31_02_57","Non Bitumen-Based Bonding Compounds","Pr_20_31_02"
"Pr_20_31_02_59","Overlap And Border Adhesives","Pr_20_31_02"
"Pr_20_31_02_60","Parchment Size","Pr_20_31_02"
"Pr_20_31_02_62","Phenolic, Resorcinolic And Formaldehyde-Based Resin (Prf) Thermosetting Adhesives","Pr_20_31_02"
"Pr_20_31_02_63","Polyurethane (Pur) Adhesives","Pr_20_31_02"
"Pr_20_31_02_64","Polyurethane (Pur)-Based Resin Binders","Pr_20_31_02"
"Pr_20_31_02_65","Polyvinyl Acetate (Pvac) Adhesives","Pr_20_31_02"
"Pr_20_31_02_66","Polyvinyl Acetate (Pvac) Bonding Compounds","Pr_20_31_02"
"Pr_20_31_02_80","Solvent-Based Synthetic Rubber Resin Adhesives","Pr_20_31_02"
"Pr_20_31_02_81","Solvent-Free Cellulose Adhesives","Pr_20_31_02"
"Pr_20_31_02_82","Solvent-Free Synthetic Rubber Resin Adhesives","Pr_20_31_02"
"Pr_20_31_02_83","Solvent Welding Cement","Pr_20_31_02"
"Pr_20_31_02_84","Styrene Butadiene Rubber (Sbr) Bonding Compounds","Pr_20_31_02"
"Pr_20_31_02_85","Synthetic Bonding Compounds","Pr_20_31_02"
"Pr_20_31_02_94","Vermiculite-Based Adhesives","Pr_20_31_02"
"Pr_20_31_02_95","Vinyl Adhesives","Pr_20_31_02"
"Pr_20_31_02_97","Welding Paste And Solvents","Pr_20_31_02"
"Pr_20_31_03","Aggregates","Pr_20_31"
"Pr_20_31_03_04","Armourstone Coarse Aggregates","Pr_20_31_03"
"Pr_20_31_03_06","Base, Bed And Fill All-In Aggregates","Pr_20_31_03"
"Pr_20_31_03_07","Base, Bed And Fill Coarse Aggregates","Pr_20_31_03"
"Pr_20_31_03_08","Base, Bed And Fill Fine Aggregates","Pr_20_31_03"
"Pr_20_31_03_09","Blinding Coarse Aggregates","Pr_20_31_03"
"Pr_20_31_03_10","Blinding Fine Aggregates","Pr_20_31_03"
"Pr_20_31_03_11","Bonded Surfacing Decorative Aggregates","Pr_20_31_03"
"Pr_20_31_03_13","Coarse General Aggregates","Pr_20_31_03"
"Pr_20_31_03_14","Concrete All-In Normal And Heavyweight Aggregates","Pr_20_31_03"
"Pr_20_31_03_15","Concrete And Mortar Coarse Lightweight Aggregates","Pr_20_31_03"
"Pr_20_31_03_16","Concrete And Mortar Fine Lightweight Aggregates","Pr_20_31_03"
"Pr_20_31_03_17","Concrete Coarse Normal And Heavyweight Aggregates","Pr_20_31_03"
"Pr_20_31_03_18","Concrete Fine Normal And Heavyweight Aggregates","Pr_20_31_03"
"Pr_20_31_03_30","Fine General Aggregates","Pr_20_31_03"
"Pr_20_31_03_44","Jointing Fine Aggregates","Pr_20_31_03"
"Pr_20_31_03_46","Laying Course Fine Aggregates","Pr_20_31_03"
"Pr_20_31_03_48","Loose Surfacing Decorative Aggregates","Pr_20_31_03"
"Pr_20_31_03_51","Mortar All-In Aggregates","Pr_20_31_03"
"Pr_20_31_03_52","Mortar Coarse Aggregates","Pr_20_31_03"
"Pr_20_31_03_53","Mortar Fine Aggregates","Pr_20_31_03"
"Pr_20_31_03_62","Permeable Laying Course Aggregates","Pr_20_31_03"
"Pr_20_31_03_72","Recycled Rubber Granules","Pr_20_31_03"
"Pr_20_31_03_80","Soil Amelioration Aggregates","Pr_20_31_03"
"Pr_20_31_03_85","Surface Dressing Aggregates","Pr_20_31_03"
"Pr_20_31_03_86","Surface Treatment Fine Aggregates","Pr_20_31_03"
"Pr_20_31_12","Cementitious And Lime-Based Products","Pr_20_31"
"Pr_20_31_12_11","Calcium Aluminate Cements","Pr_20_31_12"
"Pr_20_31_12_13","Cement/Cement Replacement Materials","Pr_20_31_12"
"Pr_20_31_12_39","Hydraulic Limes","Pr_20_31_12"
"Pr_20_31_12_47","Lime: Sand Mortar Non-Hydraulic Lime Putties","Pr_20_31_12"
"Pr_20_31_12_50","Masonry Cements","Pr_20_31_12"
"Pr_20_31_12_56","Non-Hydraulic Lime Putties","Pr_20_31_12"
"Pr_20_31_12_58","Non-Hydraulic Limes","Pr_20_31_12"
"Pr_20_31_12_64","Portland Cements","Pr_20_31_12"
"Pr_20_31_12_86","Sulfate-Resisting Portland Cements","Pr_20_31_12"
"Pr_20_31_14","Concrete Admixtures And Additives","Pr_20_31"
"Pr_20_31_14_02","Air Entraining And Plasticizing Concrete Admixtures","Pr_20_31_14"
"Pr_20_31_14_03","Air Entraining And Plasticizing Mortar And Screed Admixtures","Pr_20_31_14"
"Pr_20_31_14_15","Concrete Foaming Agents","Pr_20_31_14"
"Pr_20_31_14_36","Hardening Accelerating Concrete Admixtures","Pr_20_31_14"
"Pr_20_31_14_38","High Range Water Reducing And Superplasticizing Concrete Admixtures","Pr_20_31_14"
"Pr_20_31_14_64","Polymer Admixtures","Pr_20_31_14"
"Pr_20_31_14_76","Set-Accelerating Concrete Admixtures","Pr_20_31_14"
"Pr_20_31_14_77","Set-Accelerating, Water Reducing And Plasticizing Concrete Admixtures","Pr_20_31_14"
"Pr_20_31_14_78","Set-Retarding Concrete, Mortar And Plaster Admixtures","Pr_20_31_14"
"Pr_20_31_14_79","Set-Retarding, High Range Water Reducing And Superplasticizing Concrete Admixtures","Pr_20_31_14"
"Pr_20_31_14_80","Set-Retarding, Water Reducing And Plasticizing Concrete Admixtures","Pr_20_31_14"
"Pr_20_31_14_84","Sprayed Concrete Admixtures","Pr_20_31_14"
"Pr_20_31_14_96","Waterproofing Concrete Admixtures","Pr_20_31_14"
"Pr_20_31_14_97","Water-Reducing And Plasticizing Concrete Admixtures","Pr_20_31_14"
"Pr_20_31_14_98","Water-Retaining Concrete Admixtures","Pr_20_31_14"
"Pr_20_31_15","Concretes","Pr_20_31"
"Pr_20_31_15_12","Cement-Bound Granular Mixtures","Pr_20_31_15"
"Pr_20_31_15_22","Designated Concretes","Pr_20_31_15"
"Pr_20_31_15_30","Fine Bedding Concretes","Pr_20_31_15"
"Pr_20_31_15_66","Pre-Blended Concretes","Pr_20_31_15"
"Pr_20_31_15_67","Prescribed Concretes","Pr_20_31_15"
"Pr_20_31_15_68","Proprietary Concretes","Pr_20_31_15"
"Pr_20_31_15_80","Small-Area Repair Concretes","Pr_20_31_15"
"Pr_20_31_51","Mineral Granules And Powders","Pr_20_31"
"Pr_20_31_51_30","Fly Ash","Pr_20_31_51"
"Pr_20_31_51_35","Ground Granulated Blast Furnace Slag","Pr_20_31_51"
"Pr_20_31_51_47","Limestone Fines","Pr_20_31_51"
"Pr_20_31_51_50","Marble Dust","Pr_20_31_51"
"Pr_20_31_51_51","Metakaolin","Pr_20_31_51"
"Pr_20_31_51_52","Mineral Pigments","Pr_20_31_51"
"Pr_20_31_51_62","Plaster Of Paris","Pr_20_31_51"
"Pr_20_31_51_81","Silica Fume","Pr_20_31_51"
"Pr_20_31_53","Mortars And Grouts","Pr_20_31"
"Pr_20_31_53_08","Brick Slip Adhesive Mortars","Pr_20_31_53"
"Pr_20_31_53_12","Cementitious And Reaction Resin Grouts","Pr_20_31_53"
"Pr_20_31_53_13","Cementitious Grouts","Pr_20_31_53"
"Pr_20_31_53_14","Cementitious Tanking Mortars","Pr_20_31_53"
"Pr_20_31_53_15","Concrete Repair Mortars","Pr_20_31_53"
"Pr_20_31_53_18","Crystallization Active Slurry Mortars","Pr_20_31_53"
"Pr_20_31_53_26","Epoxy Mortars","Pr_20_31_53"
"Pr_20_31_53_27","Epoxy Resin Grouts","Pr_20_31_53"
"Pr_20_31_53_28","Epoxy Resin-Modified Cementitious Slurries","Pr_20_31_53"
"Pr_20_31_53_30","Fibre-Reinforced Polymer-Modified Cementitious Mortars","Pr_20_31_53"
"Pr_20_31_53_31","Fire-Resisting Mortars","Pr_20_31_53"
"Pr_20_31_53_33","Glass Block Jointing Mortars","Pr_20_31_53"
"Pr_20_31_53_34","Glass Block Pointing Mortars","Pr_20_31_53"
"Pr_20_31_53_36","Hand Grouts","Pr_20_31_53"
"Pr_20_31_53_40","Injection Grouts","Pr_20_31_53"
"Pr_20_31_53_41","Injection Mortar Damp-Proof Courses","Pr_20_31_53"
"Pr_20_31_53_42","Injection Mortars","Pr_20_31_53"
"Pr_20_31_53_43","Intumescent Mortars","Pr_20_31_53"
"Pr_20_31_53_52","Metal Anchor And Fixings Grouts","Pr_20_31_53"
"Pr_20_31_53_60","Paving Jointing Mortars","Pr_20_31_53"
"Pr_20_31_53_61","Paving Laying Course Mortars","Pr_20_31_53"
"Pr_20_31_53_62","Paving Unit Priming Slurry Mortars","Pr_20_31_53"
"Pr_20_31_53_64","Polyester Resin Grouts","Pr_20_31_53"
"Pr_20_31_53_65","Polymer-Modified Cementitious Mortars","Pr_20_31_53"
"Pr_20_31_53_66","Polymer-Modified Cementitious Slurries","Pr_20_31_53"
"Pr_20_31_53_71","Resin Grouts","Pr_20_31_53"
"Pr_20_31_53_76","Self-Hardening Slurry Mixes","Pr_20_31_53"
"Pr_20_31_53_88","Thin-Layer Mortars","Pr_20_31_53"
"Pr_20_31_53_90","Thixotropic Resin Grouts","Pr_20_31_53"
"Pr_20_31_53_96","Waterproof Mortars","Pr_20_31_53"
"Pr_20_31_71","Reinforcing Fibres","Pr_20_31"
"Pr_20_31_71_11","Carbon Steel Fibres","Pr_20_31_71"
"Pr_20_31_71_32","Glass Fibres","Pr_20_31_71"
"Pr_20_31_71_65","Polymer Fibres","Pr_20_31_71"
"Pr_20_31_71_85","Stainless Steel Fibres","Pr_20_31_71"
"Pr_20_31_72","Resins","Pr_20_31"
"Pr_20_31_72_01","Acrylic Resins","Pr_20_31_72"
"Pr_20_31_72_27","Epoxy Resins","Pr_20_31_72"
"Pr_20_31_72_34","Glass-Reinforced Plastics (Grp) Unit Resins","Pr_20_31_72"
"Pr_20_31_72_42","Injection Resins","Pr_20_31_72"
"Pr_20_31_72_56","Natural Resins","Pr_20_31_72"
"Pr_20_31_72_64","Polyester Resins","Pr_20_31_72"
"Pr_20_31_72_94","Vinylester Resins","Pr_20_31_72"
"Pr_20_57","Non-Rigid Sheet, Mat And Strip Structure And General Products","Pr_20"
"Pr_20_64","Post Products","Pr_20"
