"Code","Description","Parent"
"Ee_25_80_05","Operable Barriers Substructure","Ee_25_80"
"Ee_25_80_10","Operable Barriers Structure","Ee_25_80"
"Ee_25_80_45","Operable Barriers Finishes","Ee_25_80"
"Ee_25_80_85","Operable Barriers Power Supply And Communications","Ee_25_80"
"Ee_25_95","Temporary Walls And Barriers","Ee_25"
"Ee_25_95_10","Temporary Walls And Barriers Structure","Ee_25_95"
"Ee_25_95_45","Temporary Walls And Barriers Finishes","Ee_25_95"
"Ee_25_95_85","Temporary Walls And Barriers Power Supply And Communications","Ee_25_95"
"Ee_30","Roof, Floor And Paving Elements","Ee"
"Ee_30_10","Roofs","Ee_30"
"Ee_30_10_10","Roofs Structure","Ee_30_10"
"Ee_30_10_20","Roofs Decking","Ee_30_10"
"Ee_30_10_25","Roofs Ceiling Or Soffit","Ee_30_10"
"Ee_30_10_30","Roofs Accessible Openings","Ee_30_10"
"Ee_30_10_35","Roofs Non-Accessible Openings","Ee_30_10"
"Ee_30_10_40","Roofs External Coverings","Ee_30_10"
"Ee_30_10_42","Roofs Ceiling Or Soffit Coverings","Ee_30_10"
"Ee_30_10_45","Roofs External Finishes","Ee_30_10"
"Ee_30_10_47","Roofs Ceiling Or Soffit Finishes","Ee_30_10"
"Ee_30_10_50","Roofs Canopies","Ee_30_10"
"Ee_30_10_55","Roofs Barriers","Ee_30_10"
"Ee_30_10_57","Roofs Fixed Access","Ee_30_10"
"Ee_30_10_60","Roofs Features","Ee_30_10"
"Ee_30_10_65","Roofs Accessory Finishes","Ee_30_10"
"Ee_30_10_70","Roofs Natural Planting","Ee_30_10"
"Ee_30_10_75","Roofs Drainage","Ee_30_10"
"Ee_30_10_85","Roofs Power Supply And Protection","Ee_30_10"
"Ee_30_20","On-Ground Lowest Floors","Ee_30"
"Ee_30_20_05","Lowest Floors Substructure","Ee_30_20"
"Ee_30_20_10","Lowest Floors Structure","Ee_30_20"
"Ee_30_20_20","Lowest Floors Flooring","Ee_30_20"
"Ee_30_20_30","Lowest Floors Accessible Openings","Ee_30_20"
"Ee_30_20_40","Lowest Floors Floor Coverings","Ee_30_20"
"Ee_30_20_45","Lowest Floors Floor Finishes","Ee_30_20"
"Ee_30_20_55","Lowest Floors Barriers","Ee_30_20"
"Ee_30_20_65","Lowest Floors Accessory Finishes","Ee_30_20"
"Ee_30_20_75","Lowest Floors Drainage","Ee_30_20"
"Ee_30_20_85","Lowest Floors Protection","Ee_30_20"
"Ee_30_25","Suspended Lowest Floors","Ee_30"
"Ee_30_25_05","Lowest Floors Substructure","Ee_30_25"
"Ee_30_25_10","Lowest Floors Structure","Ee_30_25"
"Ee_30_25_20","Lowest Floors Flooring","Ee_30_25"
"Ee_30_25_30","Lowest Floors Accessible Openings","Ee_30_25"
"Ee_30_25_35","Lowest Floors Non-Accessible Openings","Ee_30_25"
"Ee_30_25_40","Lowest Floors Floor Coverings","Ee_30_25"
"Ee_30_25_45","Lowest Floors Floor Finishes","Ee_30_25"
"Ee_30_25_55","Lowest Floors Barriers","Ee_30_25"
"Ee_30_25_65","Lowest Floors Accessory Finishes","Ee_30_25"
"Ee_30_25_85","Lowest Floors Protection","Ee_30_25"
"Ee_30_40","Upper Floors","Ee_30"
"Ee_30_40_10","Upper Floors Structure","Ee_30_40"
"Ee_30_40_20","Upper Floors Flooring","Ee_30_40"
"Ee_30_40_25","Upper Floors Ceiling Or Soffit","Ee_30_40"
"Ee_30_40_30","Upper Floors Accessible Openings","Ee_30_40"
"Ee_30_40_35","Upper Floors Non-Accessible Openings","Ee_30_40"
"Ee_30_40_40","Upper Floors Floor Coverings","Ee_30_40"
"Ee_30_40_42","Upper Floors Ceiling Or Soffit Coverings","Ee_30_40"
"Ee_30_40_45","Upper Floors Floor Finishes","Ee_30_40"
"Ee_30_40_47","Upper Floors Ceiling Or Soffit Finishes","Ee_30_40"
"Ee_30_40_55","Upper Floors Barriers","Ee_30_40"
"Ee_30_40_65","Upper Floors Accessory Finishes","Ee_30_40"
"Ee_30_40_85","Upper Floors Protection","Ee_30_40"
"Ee_30_50","Balconies","Ee_30"
"Ee_30_50_10","Balconies Structure","Ee_30_50"
"Ee_30_50_25","Balconies Soffit","Ee_30_50"
"Ee_30_50_30","Balconies Accessible Openings","Ee_30_50"
"Ee_30_50_35","Balconies Non-Accessible Openings","Ee_30_50"
"Ee_30_50_40","Balconies Trafficable Coverings","Ee_30_50"
"Ee_30_50_42","Balconies Soffit Coverings","Ee_30_50"
"Ee_30_50_45","Balconies Trafficable Finishes","Ee_30_50"
"Ee_30_50_47","Balconies Soffit Finishes","Ee_30_50"
"Ee_30_50_55","Balconies Barriers","Ee_30_50"
"Ee_30_50_65","Balconies Accessory Finishes","Ee_30_50"
"Ee_30_50_75","Balconies Drainage","Ee_30_50"
"Ee_30_60","On-Ground Paving","Ee_30"
"Ee_30_60_05","Paving Substructure","Ee_30_60"
"Ee_30_60_10","Paving Structure","Ee_30_60"
"Ee_30_60_30","Paving Accessible Openings","Ee_30_60"
"Ee_30_60_40","Paving Trafficable Coverings","Ee_30_60"
"Ee_30_60_45","Paving Trafficable Finishes","Ee_30_60"
"Ee_30_60_55","Paving Barriers","Ee_30_60"
"Ee_30_60_65","Paving Accessory Finishes","Ee_30_60"
"Ee_30_60_75","Paving Drainage","Ee_30_60"
"Ee_30_65","Suspended Paving","Ee_30"
"Ee_30_65_05","Paving Substructure","Ee_30_65"
"Ee_30_65_10","Paving Structure","Ee_30_65"
"Ee_30_65_30","Paving Accessible Openings","Ee_30_65"
"Ee_30_65_35","Paving Non-Accessible Openings","Ee_30_65"
"Ee_30_65_40","Paving Trafficable Coverings","Ee_30_65"
"Ee_30_65_42","Paving Soffit Coverings","Ee_30_65"
"Ee_30_65_45","Paving Trafficable Finishes","Ee_30_65"
"Ee_30_65_47","Paving Soffit Finishes","Ee_30_65"
"Ee_30_65_55","Paving Barriers","Ee_30_65"
"Ee_30_65_65","Paving Accessory Finishes","Ee_30_65"
"Ee_30_65_75","Paving Drainage","Ee_30_65"
"Ee_30_70","Static Bridge Decks","Ee_30"
"Ee_30_70_10","Static Bridge Deck Structure","Ee_30_70"
"Ee_30_70_20","Static Bridge Decking","Ee_30_70"
"Ee_30_70_30","Static Bridge Deck Accessible Openings","Ee_30_70"
"Ee_30_70_35","Static Bridge Deck Non-Accessible Openings","Ee_30_70"
"Ee_30_70_40","Static Bridge Deck Trafficable Coverings","Ee_30_70"
"Ee_30_70_42","Static Bridge Deck Soffit Coverings","Ee_30_70"
"Ee_30_70_45","Static Bridge Deck Trafficable Finishes","Ee_30_70"
"Ee_30_70_47","Static Bridge Deck Soffit Finishes","Ee_30_70"
"Ee_30_70_55","Static Bridge Deck Barriers","Ee_30_70"
"Ee_30_70_65","Static Bridge Deck Accessory Finishes","Ee_30_70"
"Ee_30_70_75","Static Bridge Deck Drainage","Ee_30_70"
"Ee_30_70_85","Static Bridge Deck Protection","Ee_30_70"
"Ee_30_95","Temporary Roofs, Floors And Paving","Ee_30"
"Ee_35","Fixed Access, Tunnel, Shaft, Vessel And Tower Elements","Ee"
"Ee_35_10","On-Ground Stairs","Ee_35"
"Ee_35_10_05","On-Ground Stairs Substructure","Ee_35_10"
"Ee_35_10_10","On-Ground Stairs Tread And Landing Structure","Ee_35_10"
"Ee_35_10_15","On-Ground Stairs Nosing Core Fabric","Ee_35_10"
"Ee_35_10_30","On-Ground Stairs Accessible Openings","Ee_35_10"
"Ee_35_10_35","On-Ground Stairs Non-Accessible Openings","Ee_35_10"
"Ee_35_10_40","On-Ground Stairs Tread And Landing Coverings","Ee_35_10"
"Ee_35_10_42","On-Ground Stairs Nosing Coverings","Ee_35_10"
"Ee_35_10_45","On-Ground Stairs Tread And Landing Finishes","Ee_35_10"
"Ee_35_10_47","On-Ground Stairs Nosing Finishes","Ee_35_10"
"Ee_35_10_55","On-Ground Stairs Barriers","Ee_35_10"
"Ee_35_10_65","On-Ground Stairs Accessory Finishes","Ee_35_10"
"Ee_35_10_75","On-Ground Stairs Drainage","Ee_35_10"
"Ee_35_15","Suspended Stairs","Ee_35"
"Ee_35_15_10","Suspended Stairs Tread And Landing Structure","Ee_35_15"
"Ee_35_15_15","Suspended Stairs Nosing Core Fabric","Ee_35_15"
"Ee_35_15_30","Suspended Stairs Accessible Openings","Ee_35_15"
"Ee_35_15_35","Suspended Stairs Non-Accessible Openings","Ee_35_15"
"Ee_35_15_40","Suspended Stairs Tread And Landing Coverings","Ee_35_15"
"Ee_35_15_41","Suspended Stairs Nosing Coverings","Ee_35_15"
"Ee_35_15_42","Suspended Stairs Soffit Coverings","Ee_35_15"
"Ee_35_15_45","Suspended Stairs Tread And Landing Finishes","Ee_35_15"
"Ee_35_15_46","Suspended Stairs Nosing Finishes","Ee_35_15"
"Ee_35_15_47","Suspended Stairs Soffit Finishes","Ee_35_15"
"Ee_35_15_55","Suspended Stairs Barriers","Ee_35_15"
"Ee_35_15_65","Suspended Stairs Accessory Finishes","Ee_35_15"
"Ee_35_20","On-Ground Ramps","Ee_35"
"Ee_35_20_05","On-Ground Ramps Substructure","Ee_35_20"
"Ee_35_20_10","On-Ground Ramps Structure","Ee_35_20"
"Ee_35_20_30","On-Ground Ramps Accessible Openings","Ee_35_20"
"Ee_35_20_35","On-Ground Ramps Non-Accessible Openings","Ee_35_20"
"Ee_35_20_40","On-Ground Ramps Trafficable Coverings","Ee_35_20"
"Ee_35_20_45","On-Ground Ramps Trafficable Finishes","Ee_35_20"
"Ee_35_20_55","On-Ground Ramps Barriers","Ee_35_20"
"Ee_35_20_65","On-Ground Ramps Accessory Finishes","Ee_35_20"
"Ee_35_20_75","On-Ground Ramps Drainage","Ee_35_20"
"Ee_35_25","Suspended Ramps","Ee_35"
"Ee_35_25_10","Suspended Ramps Structure","Ee_35_25"
"Ee_35_25_30","Suspended Ramps Accessible Openings","Ee_35_25"
"Ee_35_25_35","Suspended Ramps Non-Accessible Openings","Ee_35_25"
"Ee_35_25_40","Suspended Ramps Trafficable Coverings","Ee_35_25"
"Ee_35_25_42","Suspended Ramps Soffit Coverings","Ee_35_25"
"Ee_35_25_45","Suspended Ramps Trafficable Finishes","Ee_35_25"
"Ee_35_25_47","Suspended Ramps Soffit Finishes","Ee_35_25"
"Ee_35_25_55","Suspended Ramps Barriers","Ee_35_25"
"Ee_35_25_65","Suspended Ramps Accessory Finishes","Ee_35_25"
"Ee_35_30","Tunnels","Ee_35"
"Ee_35_30_05","Tunnels Substructure","Ee_35_30"
"Ee_35_30_10","Tunnels Structure","Ee_35_30"
"Ee_35_30_30","Tunnels Accessible Openings","Ee_35_30"
"Ee_35_30_35","Tunnels Non-Accessible Openings","Ee_35_30"
"Ee_35_30_40","Tunnels Coverings","Ee_35_30"
"Ee_35_30_45","Tunnels Finishes","Ee_35_30"
"Ee_35_30_55","Tunnels Barriers","Ee_35_30"
"Ee_35_30_57","Tunnels Fixed Access","Ee_35_30"
"Ee_35_30_65","Tunnels Accessory Finishes","Ee_35_30"
"Ee_35_30_75","Tunnels Drainage","Ee_35_30"
"Ee_35_40","On-Ground Tubes","Ee_35"
"Ee_35_45","Suspended Tubes","Ee_35"
"Ee_35_50","Shafts","Ee_35"
"Ee_35_50_10","Shafts Structure","Ee_35_50"
"Ee_35_50_30","Shafts Accessible Openings","Ee_35_50"
"Ee_35_50_35","Shafts Non-Accessible Openings","Ee_35_50"
"Ee_35_50_40","Shafts Coverings","Ee_35_50"
"Ee_35_50_45","Shafts Finishes","Ee_35_50"
"Ee_35_50_55","Shafts Barriers","Ee_35_50"
"Ee_35_50_57","Shafts Fixed Access","Ee_35_50"
"Ee_35_50_65","Shafts Accessory Finishes","Ee_35_50"
"Ee_35_50_75","Shafts Drainage","Ee_35_50"
"Ee_35_60","Chutes","Ee_35"
"Ee_35_60_10","Chutes Structure","Ee_35_60"
"Ee_35_60_40","Chutes Coverings","Ee_35_60"
"Ee_35_60_45","Chutes Finishes","Ee_35_60"
"Ee_35_70","Vessels","Ee_35"
"Ee_35_70_05","Vessels Substructure","Ee_35_70"
"Ee_35_70_10","Vessels Structure","Ee_35_70"
"Ee_35_70_30","Vessels Accessible Openings","Ee_35_70"
"Ee_35_70_35","Vessels Non-Accessible Openings","Ee_35_70"
"Ee_35_70_40","Vessels External Coverings","Ee_35_70"
"Ee_35_70_42","Vessels Internal Coverings","Ee_35_70"
"Ee_35_70_45","Vessels External Finishes","Ee_35_70"
"Ee_35_70_47","Vessels Internal Finishes","Ee_35_70"
"Ee_35_70_55","Vessels Barriers","Ee_35_70"
"Ee_35_70_57","Vessels Fixed Access","Ee_35_70"
"Ee_35_70_65","Vessels Accessory Finishes","Ee_35_70"
"Ee_35_70_75","Vessels Drainage And Water Supply","Ee_35_70"
"Ee_35_80","Towers","Ee_35"
"Ee_35_80_05","Towers Substructure","Ee_35_80"
"Ee_35_80_10","Towers Structure","Ee_35_80"
"Ee_35_80_30","Towers Accessible Openings","Ee_35_80"
"Ee_35_80_35","Towers Non-Accessible Openings","Ee_35_80"
"Ee_35_80_40","Towers Coverings","Ee_35_80"
"Ee_35_80_45","Towers Finishes","Ee_35_80"
"Ee_35_80_55","Towers Barriers","Ee_35_80"
"Ee_35_80_57","Towers Fixed Access","Ee_35_80"
"Ee_35_80_65","Towers Accessory Finishes","Ee_35_80"
"Ee_35_90","Masts","Ee_35"
"Ee_35_90","Temporary Fixed Access, Tunnels, Shafts, Vessels And Towers","Ee_35"
"Ee_40","Signage And Fittings, Furnishings And Equipment (Ff","Ee"
"Ee_40_10","Signage","Ee_40"
"Ee_40_10_30","External Signage","Ee_40_10"
"Ee_40_10_40","Internal Signage","Ee_40_10"
"Ee_40_10_85","Signage Power Supply And Protection","Ee_40_10"
"Ee_40_15","Fittings, Furnishings And Equipment (Ff","Ee_40"
"Ee_40_15_05","General Ff","Ee_40_15"
"Ee_40_15_20","Administrative, Commercial And Protective Service Ff","Ee_40_15"
"Ee_40_15_25","Cultural, Educational, Scientific And Information Ff","Ee_40_15"
"Ee_40_15_30","Industrial Ff","Ee_40_15"
"Ee_40_15_35","Medical, Health, Welfare And Sanitary Ff","Ee_40_15"
"Ee_40_15_40","Recreational Ff","Ee_40_15"
"Ee_40_15_45","Residential Ff","Ee_40_15"
"Ee_40_15_50","Drainage Ff","Ee_40_15"
"Ee_40_15_55","Piped Supply Ff","Ee_40_15"
"Ee_40_15_60","Heating, Cooling And Refrigeration Ff","Ee_40_15"
"Ee_40_15_65","Ventilation And Air Conditioning Ff","Ee_40_15"
"Ee_40_15_70","Electrical Ff","Ee_40_15"
"Ee_40_15_75","Communications, Security, Safety And Protection Ff","Ee_40_15"
"Ee_40_15_80","Rail Ff","Ee_40_15"
"Ee_40_15_81","Road Ff","Ee_40_15"
"Ee_40_15_82","Marine And Waterway Ff","Ee_40_15"
"Ee_40_15_83","Cable Transport Ff","Ee_40_15"
"Ee_40_15_84","Aerospace Ff","Ee_40_15"
"Ee_40_15_85","Process Engineering Ff","Ee_40_15"
"Ee_40_95","Temporary Signage And Fittings, Furnishings And Equipment (Ff","Ee_40"
"Ee_45","Flora And Fauna Elements","Ee"
"Ee_45_05","Ecosystems","Ee_45"
"Ee_45_10","Flora","Ee_45"
"Ee_45_10_05","Artificial Planting","Ee_45_10"
"Ee_45_10_30","External Natural Planting","Ee_45_10"
"Ee_45_10_40","Internal Natural Planting","Ee_45_10"
"Ee_45_10_75","Planting Drainage And Water Supply","Ee_45_10"
"Ee_45_60","Fauna","Ee_45"
"Ee_45_95","Temporary Flora And Fauna","Ee_45"
"Ee_50","Disposal Elements","Ee"
"Ee_50_10","Utility Waste Collection And Distribution","Ee_50"
"Ee_50_10_10","Utility Gas Waste Collection And Distribution","Ee_50_10"
"Ee_50_10_20","Utility Non-Aqueous Liquid Waste Collection And Distribution","Ee_50_10"
"Ee_50_10_30","Utility Water Waste (Drainage) Collection And Distribution","Ee_50_10"
"Ee_50_10_40","Utility Solid Waste Collection And Distribution","Ee_50_10"
"Ee_50_10_50","Utility Gas Waste Storage, Treatment And Disposal","Ee_50_10"
"Ee_50_10_60","Utility Non-Aqueous Liquid Waste Storage, Treatment And Disposal","Ee_50_10"
"Ee_50_10_70","Utility Water Waste (Drainage) Storage, Treatment And Disposal","Ee_50_10"
"Ee_50_10_80","Utility Solid Waste Storage, Treatment And Disposal","Ee_50_10"
"Ee_50_10_85","Utility Waste Collection And Distribution Power Supply","Ee_50_10"
"Ee_50_30","Transport Waste Collection And Distribution","Ee_50"
"Ee_50_30_20","Transport Non-Aqueous Liquid Waste Collection And Distribution","Ee_50_30"
"Ee_50_30_30","Transport Water Waste (Drainage) Collection And Distribution","Ee_50_30"
"Ee_50_30_60","Transport Non-Aqueous Liquid Waste Storage, Treatment And Disposal","Ee_50_30"
"Ee_50_30_70","Transport Water Waste (Drainage) Storage, Treatment And Disposal","Ee_50_30"
"Ee_50_30_85","Transport Waste Collection And Distribution Power Supply","Ee_50_30"
"Ee_50_50","Building Waste Collection And Distribution","Ee_50"
"Ee_50_50_10","Building Gas Waste Collection And Distribution","Ee_50_50"
"Ee_50_50_20","Building Non-Aqueous Liquid Waste Collection And Distribution","Ee_50_50"
"Ee_50_50_30","Building Water Waste (Drainage) Collection And Distribution","Ee_50_50"
"Ee_50_50_40","Building Solid Waste Collection And Distribution","Ee_50_50"
"Ee_50_50_50","Building Gas Waste Storage, Treatment And Disposal","Ee_50_50"
"Ee_50_50_60","Building Non-Aqueous Liquid Waste Storage, Treatment And Disposal","Ee_50_50"
"Ee_50_50_70","Building Water Waste (Drainage) Storage, Treatment And Disposal","Ee_50_50"
"Ee_50_50_80","Building Solid Waste Storage, Treatment And Disposal","Ee_50_50"
"Ee_50_50_85","Building Waste Collection And Distribution Power Supply","Ee_50_50"
"Ee_50_70","Landscape Waste Collection And Distribution","Ee_50"
"Ee_50_70_10","Landscape Gas Waste Collection And Distribution","Ee_50_70"
"Ee_50_70_20","Landscape Non-Aqueous Liquid Waste Collection And Distribution","Ee_50_70"
"Ee_50_70_30","Landscape Water Waste (Drainage) Collection And Distribution","Ee_50_70"
"Ee_50_70_40","Landscape Solid Waste Collection And Distribution","Ee_50_70"
"Ee_50_70_50","Landscape Gas Waste Storage, Treatment And Disposal","Ee_50_70"
"Ee_50_70_60","Landscape Non-Aqueous Liquid Waste Storage, Treatment And Disposal","Ee_50_70"
"Ee_50_70_70","Landscape Water Waste (Drainage) Storage, Treatment And Disposal","Ee_50_70"
"Ee_50_70_80","Landscape Solid Waste Storage, Treatment And Disposal","Ee_50_70"
"Ee_50_70_85","Landscape Waste Collection And Distribution Power Supply","Ee_50_70"
"Ee_50_80","Process Waste Collection And Distribution","Ee_50"
"Ee_50_80","Temporary Heating, Cooling And Refrigeration","Ee_50"
"Ee_50_80_10","Process Gas Waste Collection And Distribution","Ee_50_80"
"Ee_50_80_20","Process Non-Aqueous Liquid Waste Collection And Distribution","Ee_50_80"
"Ee_50_80_30","Process Water Waste (Drainage) Collection And Distribution","Ee_50_80"
"Ee_50_80_40","Process Solid Waste Collection And Distribution","Ee_50_80"
"Ee_50_80_50","Process Gas Waste Storage, Treatment And Disposal","Ee_50_80"
"Ee_50_80_60","Process Non-Aqueous Liquid Waste Storage, Treatment And Disposal","Ee_50_80"
"Ee_50_80_70","Process Water Waste (Drainage) Storage, Treatment And Disposal","Ee_50_80"
"Ee_50_80_80","Process Solid Waste Storage, Treatment And Disposal","Ee_50_80"
"Ee_50_80_85","Process Waste Collection And Distribution Power Supply","Ee_50_80"
"Ee_50_95","Temporary Disposal","Ee_50"
"Ee_55","Piped Supply Elements","Ee"
"Ee_55_10","Utility Piped Supply","Ee_55"
"Ee_55_10_05","Utility Gas Extraction, Treatment And Storage","Ee_55_10"
"Ee_55_10_10","Utility Liquid Fuel Extraction, Treatment And Storage","Ee_55_10"
"Ee_55_10_15","Utility Water Extraction, Treatment And Storage","Ee_55_10"
"Ee_55_10_20","Utility Gas And Steam Distribution And Supply","Ee_55_10"
"Ee_55_10_50","Utility Liquid Fuel Distribution And Supply","Ee_55_10"
"Ee_55_10_70","Utility Water Distribution And Supply","Ee_55_10"
"Ee_55_10_85","Utility Piped Supply Power Supply","Ee_55_10"
"Ee_55_50","Building Piped Supply","Ee_55"
"Ee_55_50_05","Building Gas Extraction, Treatment And Storage","Ee_55_50"
"Ee_55_50_10","Building Liquid Fuel Extraction, Treatment And Storage","Ee_55_50"
"Ee_55_50_15","Building Water Extraction, Treatment And Storage","Ee_55_50"
"Ee_55_50_20","Building Gas Distribution And Supply","Ee_55_50"
"Ee_55_50_25","Building Medical Gas Distribution And Supply","Ee_55_50"
"Ee_55_50_30","Building Gas Fire Suppression","Ee_55_50"
"Ee_55_50_40","Building Steam Distribution And Supply","Ee_55_50"
