"Code","Description","Parent"
"Co_30_10","Educational Complexes","Co_30"
"Co_30_10_10","Infant Educational Complexes","Co_30_10"
"Co_30_10_20","Primary Educational Complexes","Co_30_10"
"Co_30_10_30","Secondary Educational Complexes","Co_30_10"
"Co_30_10_40","Pre-Tertiary Educational Complexes","Co_30_10"
"Co_30_10_50","Tertiary Educational Complexes","Co_30_10"
"Co_30_10_60","Adult Educational Complexes","Co_30_10"
"Co_30_30","Scientific Complexes","Co_30"
"Co_30_30_45","Laboratory Complexes","Co_30_30"
"Co_30_30_60","Observatory Complexes","Co_30_30"
"Co_30_50","Exhibition Complexes","Co_30"
"Co_30_50_00","Multipurpose Exhibition Complexes","Co_30_50"
"Co_30_50_10","Art Exhibition Complexes","Co_30_50"
"Co_30_50_20","Collection Exhibition Complexes","Co_30_50"
"Co_30_50_30","Fauna Exhibition Complexes","Co_30_50"
"Co_30_50_40","Flora Exhibition Complexes","Co_30_50"
"Co_30_50_90","Temporary Exhibition Complexes","Co_30_50"
"Co_30_70","Information Complexes","Co_30"
"Co_30_70_05","Archive Complexes","Co_30_70"
"Co_30_70_20","Conference Complexes","Co_30_70"
"Co_30_70_45","Library Complexes","Co_30_70"
"Co_35","Industrial Complexes","Co"
"Co_35_10","Mineral Extraction Complexes","Co_35"
"Co_35_10_20","Surface Mining Complexes","Co_35_10"
"Co_35_10_30","Underground Mining Complexes","Co_35_10"
"Co_35_10_50","Offshore Oil And Gas Extraction Complexes","Co_35_10"
"Co_35_10_55","Onshore Oil And Gas Extraction Complexes","Co_35_10"
"Co_35_10_80","Mineral Storage Complexes","Co_35_10"
"Co_35_10_90","Oil And Gas Storage Complexes","Co_35_10"
"Co_35_20","Agricultural Complexes","Co_35"
"Co_35_20_10","Forestry Complexes","Co_35_20"
"Co_35_20_20","Extensive Crop Growing Complexes","Co_35_20"
"Co_35_20_30","Intensive Crop Growing Complexes","Co_35_20"
"Co_35_20_40","Extensive Horticultural Complexes","Co_35_20"
"Co_35_20_50","Intensive Horticultural Complexes","Co_35_20"
"Co_35_20_60","Extensive Livestock Complexes","Co_35_20"
"Co_35_20_70","Intensive Livestock Complexes","Co_35_20"
"Co_35_20_80","Fishing Complexes","Co_35_20"
"Co_35_20_90","Agricultural Storage Complexes","Co_35_20"
"Co_35_30","Mineral Processing Complexes","Co_35"
"Co_35_30_20","Ore Processing Complexes","Co_35_30"
"Co_35_30_50","Oil And Gas Processing Complexes","Co_35_30"
"Co_35_40","Agricultural Processing Complexes","Co_35"
"Co_35_40_10","Timber Processing Complexes","Co_35_40"
"Co_35_40_20","Crop Processing Complexes","Co_35_40"
"Co_35_40_40","Horticultural Processing Complexes","Co_35_40"
"Co_35_40_60","Livestock Processing Complexes","Co_35_40"
"Co_35_40_80","Fish Processing Complexes","Co_35_40"
"Co_35_50","Manufacturing Complexes","Co_35"
"Co_35_50_10","Multiple Manufacturing Complexes","Co_35_50"
"Co_35_50_40","Large Single Manufacturing Complexes","Co_35_50"
"Co_35_50_70","Small Single Manufacturing Complexes","Co_35_50"
"Co_35_90","Warehousing And Distribution Complexes","Co_35"
"Co_35_90_10","Goods Warehousing Complexes","Co_35_90"
"Co_35_90_50","Goods Distribution Complexes","Co_35_90"
"Co_40","Medical, Health And Welfare Complexes","Co"
"Co_40_10","Medical Complexes","Co_40"
"Co_40_10_10","Multiple Medical Complexes","Co_40_10"
"Co_40_10_40","Large Single Medical Complexes","Co_40_10"
"Co_40_10_70","Small Single Medical Complexes","Co_40_10"
"Co_40_10_90","Temporary Medical Complexes","Co_40_10"
"Co_40_30","Health Complexes","Co_40"
"Co_40_30_10","Multiple Health Complexes","Co_40_30"
"Co_40_30_40","Large Single Health Complexes","Co_40_30"
"Co_40_30_70","Small Single Health Complexes","Co_40_30"
"Co_40_50","Welfare Complexes","Co_40"
"Co_40_50_10","Visitor Welfare Complexes","Co_40_50"
"Co_40_50_30","Day Welfare Complexes","Co_40_50"
"Co_40_50_50","Short-Term Residential Welfare Complexes","Co_40_50"
"Co_40_50_55","Long-Term Residential Welfare Complexes","Co_40_50"
"Co_40_70","Funerary Complexes","Co_40"
"Co_40_70_10","Funeral Complexes","Co_40_70"
"Co_40_70_30","Body Storage Complexes","Co_40_70"
"Co_40_70_50","Body Destruction Complexes","Co_40_70"
"Co_40_70_70","Burial Complexes","Co_40_70"
"Co_40_70_90","Temporary Funerary Complexes","Co_40_70"
"Co_40_90","Animal Medical, Health, Welfare And Funerary Complexes","Co_40"
"Co_40_90_10","Animal Medical Complexes","Co_40_90"
"Co_40_90_30","Animal Health Complexes","Co_40_90"
"Co_40_90_50","Short-Term Residential Animal Welfare Complexes","Co_40_90"
"Co_40_90_55","Long-Term Residential Animal Welfare Complexes","Co_40_90"
"Co_40_90_70","Animal Funerary Complexes","Co_40_90"
"Co_45","Recreational Complexes","Co"
"Co_45_05","Amusement Complexes","Co_45"
"Co_45_05_10","Multiple Amusement Complexes","Co_45_05"
"Co_45_05_40","Large Single Amusement Complexes","Co_45_05"
"Co_45_05_70","Small Single Amusement Complexes","Co_45_05"
"Co_45_05_90","Temporary Amusement Complexes","Co_45_05"
"Co_45_20","Dining Complexes","Co_45"
"Co_45_20_10","Multiple Dining Complexes","Co_45_20"
"Co_45_20_40","Large Single Dining Complexes","Co_45_20"
"Co_45_20_70","Small Single Dining Complexes","Co_45_20"
"Co_45_20_90","Temporary Dining Complexes","Co_45_20"
"Co_45_35","Historic Recreational Complexes","Co_45"
"Co_45_35_45","Large Historic Recreational Complexes","Co_45_35"
"Co_45_35_75","Small Historic Recreational Complexes","Co_45_35"
"Co_45_60","Performing Arts Complexes","Co_45"
"Co_45_60_10","Multiple Performing Arts Complexes","Co_45_60"
"Co_45_60_40","Large Single Performing Arts Complexes","Co_45_60"
"Co_45_60_70","Small Single Performing Arts Complexes","Co_45_60"
"Co_45_60_90","Temporary Performing Arts Complexes","Co_45_60"
"Co_45_75","Social Recreation Complexes","Co_45"
"Co_45_75_10","Multiple Social Recreation Complexes","Co_45_75"
"Co_45_75_40","Large Single Social Recreation Complexes","Co_45_75"
"Co_45_75_70","Small Single Social Recreation Complexes","Co_45_75"
"Co_45_80","Sports Complexes","Co_45"
"Co_45_80_10","Multiple Sports Complexes","Co_45_80"
"Co_45_80_40","Large Single Sports Complexes","Co_45_80"
"Co_45_80_70","Small Single Sports Complexes","Co_45_80"
"Co_45_80_90","Temporary Sports Complexes","Co_45_80"
"Co_45_85","Swimming Complexes","Co_45"
"Co_45_85_10","Multiple Swimming Complexes","Co_45_85"
"Co_45_85_40","Large Single Swimming Complexes","Co_45_85"
"Co_45_85_70","Small Single Swimming Complexes","Co_45_85"
"Co_50","Religious Complexes","Co"
"Co_50_30","Worship Complexes","Co_50"
"Co_50_30_10","Multiple Worship Complexes","Co_50_30"
"Co_50_30_40","Large Single Worship Complexes","Co_50_30"
"Co_50_30_70","Small Single Worship Complexes","Co_50_30"
"Co_55","Residential Complexes","Co"
"Co_55_10","Long-Term Residential Complexes","Co_55"
"Co_55_10_10","Multiple Long-Term Residential Complexes","Co_55_10"
"Co_55_10_40","Large Single Long-Term Residential Complexes","Co_55_10"
"Co_55_10_70","Small Single Long-Term Residential Complexes","Co_55_10"
"Co_55_10_90","Religious Long-Term Residential Complexes","Co_55_10"
"Co_55_50","Short-Term Residential Complexes","Co_55"
"Co_55_50_10","Multiple Commercial Short-Term Residential Complexes","Co_55_50"
"Co_55_50_20","Large Single Commercial Short-Term Residential Complexes","Co_55_50"
"Co_55_50_30","Small Single Commercial Short-Term Residential Complexes","Co_55_50"
"Co_55_50_40","Large Single Institutional Short-Term Residential Complexes","Co_55_50"
"Co_55_50_50","Small Single Institutional Short-Term Residential Complexes","Co_55_50"
"Co_55_50_70","Educational Short-Term Residential Complexes","Co_55_50"
"Co_55_50_80","Religious Short-Term Residential Complexes","Co_55_50"
"Co_55_50_90","Temporary Residential Complexes","Co_55_50"
"Co_60","Utilities And Civil Engineering Complexes","Co"
"Co_60_50","Disposal Complexes","Co_60"
"Co_60_50_20","Wet Waste Collection And Distribution Complexes","Co_60_50"
"Co_60_50_40","Dry Waste Collection And Distribution Complexes","Co_60_50"
"Co_60_50_60","Wet Waste Storage, Treatment And Disposal Complexes","Co_60_50"
"Co_60_50_80","Dry Waste Storage, Treatment And Disposal Complexes","Co_60_50"
"Co_60_55","Piped Supply Complexes","Co_60"
"Co_60_55_20","Water Extraction And Treatment Complexes","Co_60_55"
"Co_60_55_40","Fuel And Gas Extraction And Treatment Complexes","Co_60_55"
"Co_60_55_60","Water Storage Complexes","Co_60_55"
"Co_60_55_70","Fuel And Gas Storage Complexes","Co_60_55"
"Co_60_55_80","Water Distribution Complexes","Co_60_55"
"Co_60_55_90","Fuel And Gas Distribution Complexes","Co_60_55"
"Co_60_60","Heating, Cooling And Refrigeration Complexes","Co_60"
"Co_60_60_10","Heating Complexes","Co_60_60"
"Co_60_60_40","Cooling Complexes","Co_60_60"
"Co_60_60_70","Refrigeration Complexes","Co_60_60"
"Co_60_65","Ventilation And Air Conditioning Complexes","Co_60"
"Co_60_70","Electrical Complexes","Co_60"
"Co_60_70_10","Electrical Power Generation Complexes","Co_60_70"
"Co_60_70_40","Non-Electrical Power Generation Complexes","Co_60_70"
"Co_60_70_70","Electrical Power Transmission And Distribution Complexes","Co_60_70"
"Co_60_75","Communications, Security, Safety And Protection Complexes","Co_60"
"Co_60_75_10","Broadcast Communications Complexes","Co_60_75"
"Co_60_75_30","Peer-To-Peer Communications Complexes","Co_60_75"
"Co_60_75_50","Postal Communications Complexes","Co_60_75"
"Co_60_75_70","Electronic Security Complexes","Co_60_75"
"Co_60_75_80","Electronic Safety Complexes","Co_60_75"
"Co_60_75_90","Electronic Protection Complexes","Co_60_75"
"Co_60_80","Rail Complexes","Co_60"
"Co_60_80_10","Heavy Rail Complexes","Co_60_80"
"Co_60_80_50","Light Rail Complexes","Co_60_80"
"Co_60_80_80","Rail Loading And Embarkation Complexes","Co_60_80"
"Co_60_80_90","Rail Storage And Repair Complexes","Co_60_80"
"Co_60_81","Road Complexes","Co_60"
"Co_60_81_10","Major Road Complexes","Co_60_81"
"Co_60_81_50","Minor Road Complexes","Co_60_81"
"Co_60_81_70","Path Complexes","Co_60_81"
"Co_60_81_80","Road Loading And Embarkation Complexes","Co_60_81"
"Co_60_81_90","Road Storage And Repair Complexes","Co_60_81"
"Co_60_82","Marine And Waterway Complexes","Co_60"
"Co_60_82_10","Marine Complexes","Co_60_82"
"Co_60_82_50","Waterway Complexes","Co_60_82"
"Co_60_82_80","Marine And Waterway Loading And Embarkation Complexes","Co_60_82"
"Co_60_82_90","Marine And Waterway Storage And Repair Complexes","Co_60_82"
"Co_60_82_95","Marine And Waterway Protection Complexes","Co_60_82"
"Co_60_83","Cable Transport Complexes","Co_60"
"Co_60_83_10","Cable Transport Complexes","Co_60_83"
"Co_60_83_80","Cable Transport Loading And Embarkation Complexes","Co_60_83"
"Co_60_83_90","Cable Transport Storage And Repair Complexes","Co_60_83"
"Co_60_84","Aerospace Complexes","Co_60"
"Co_60_84_10","Major Aerospace Complexes","Co_60_84"
"Co_60_84_50","Minor Aerospace Complexes","Co_60_84"
"Co_60_84_80","Aerospace Loading And Embarkation Complexes","Co_60_84"
"Co_60_84_90","Aerospace Storage And Repair Complexes","Co_60_84"
"Co_65","Sanitary, Cleaning, Maintenance And Storage Complexes","Co"
"Co_65_30","Sanitary Complexes","Co_65"
"Co_65_30_10","Bathing Complexes","Co_65_30"
"Co_65_50","Cleaning And Maintenance Complexes","Co_65"
"Co_65_50_45","Laundry Complexes","Co_65_50"
"Co_65_70","Storage Complexes","Co_65"
"Co_65_70_45","Long-Term Storage Complexes","Co_65_70"
"Co_65_70_75","Short-Term Storage Complexes","Co_65_70"
