"Code","Description","Parent"
"Zz_80_45_70","Extra Wide","Zz_80_45"
"Zz_80_45_80","Xx Wide","Zz_80_45"
"Zz_80_45_90","Xxx Wide","Zz_80_45"
"Zz_80_60","People","Zz_80"
"Zz_80_85","Trees And Planting","Zz_80"
"Zz_80_90","Vehicles","Zz_80"
"Zz_85","Generic 3D","Zz"
"Zz_85_05","3D Solids","Zz_85"
"Zz_85_05_60","Paths","Zz_85_05"
"Zz_85_05_80","Solids","Zz_85_05"
"Zz_85_05_85","Solid Voids","Zz_85_05"
"Zz_85_20","Concept","Zz_85"
"Zz_85_20_20","Concept Massing","Zz_85_20"
"Zz_85_20_50","Mass Group","Zz_85_20"
"Zz_85_20_55","Mass Slice","Zz_85_20"
"Zz_90","Readme And Plotting Lines","Zz"
"Zz_90_20","Construction Lines","Zz_90"
"Zz_90_30","External Reference Information","Zz_90"
"Zz_90_70","Readme","Zz_90"
