Pr Products - 09 July 2015 - v1.1,,,,,,,
,,,,,,,
Code,Group,Sub group,Section,Object,Title,NBS Code,NRM
Pr_25_71_97_52,25,71,97,52,Medium boards,45-45-95/455 Medium board;,
Pr_25_71_97_53,25,71,97,53,Medium density fibreboards,45-45-95/460 Medium density fibreboard;,
Pr_25_71_97_54,25,71,97,54,Modified wood boards,45-45-95/330 Modified wood boards;,
Pr_25_71_97_55,25,71,97,55,Modified wood weather boards,,
Pr_25_71_97_58,25,71,97,58,Oriented strand boards,45-45-95/465 Oriented strand board;,
Pr_25_71_97_60,25,71,97,60,Particleboards,45-45-95/470 Particleboard;,
Pr_25_71_97_65,25,71,97,65,Polymer-coated plywoods,,
Pr_25_71_97_77,25,71,97,77,Softboards,45-45-95/475 Softboard;,
Pr_25_71_97_78,25,71,97,78,Softwood deck boards,45-45-95/335 Softwood deck boards;,
Pr_25_71_97_79,25,71,97,79,Softwood fence boards,45-45-95/340 Softwood fence boards;,
Pr_25_71_97_83,25,71,97,83,Softwood strips,45-45-95/390 Wood strips and boards;,
Pr_25_71_97_84,25,71,97,84,Softwood weatherboards,45-45-95/350 Softwood weatherboards;,
Pr_25_71_97_85,25,71,97,85,Specialist veneer plywoods,45-45-95/480 Specialist veneer plywood;,
Pr_25_71_97_86,25,71,97,86,Structural veneer plywoods,45-45-95/485 Structural veneer plywood;,
Pr_25_71_97_87,25,71,97,87,Timber floor boards,45-45-95/355 Timber floor boards;,
Pr_25_71_97_88,25,71,97,88,Timber lining boards,45-45-95/360 Timber lining boards;,
Pr_25_71_97_89,25,71,97,89,Timber sarking boards,45-45-95/365 Timber sarking boards;,
Pr_25_71_97_91,25,71,97,91,Visual grade general veneer plywoods,45-45-95/487 Visual grade general veneer plywood;,
Pr_25_71_97_92,25,71,97,92,Wood fibre boards,45-45-95/490 Wood fibre board;,
Pr_25_71_97_93,25,71,97,93,Wood laminate strips and boards,45-45-95/370 Wood laminate strips and boards;,
Pr_25_71_97_94,25,71,97,94,Wood-plastics composite deck boards,45-45-95/385 Wood plastics composite deck boards;,
Pr_25_71_97_95,25,71,97,95,Wood-plastics composite weatherboards,45-45-95/375 Wood-plastics composite weatherboards;,
Pr_25_71_97_97,25,71,97,97,Wood-wool boards,45-45-95/495 Wood wool board;,
Pr_25_71_97_98,25,71,97,98,Wood-resin composite weatherboards,45-45-95/380 Wood-resin composite weatherboards;,
Pr_25_80,25,80,,,Smoke and fire control products,,
Pr_25_80_79,25,80,79,,Smoke and fire barriers,,
Pr_25_80_79_01,25,80,79,01,Active smoke barriers,90-45-80/320 Standard active smoke barriers;,
Pr_25_80_79_37,25,80,79,37,High temperature active smoke barriers,90-45-80/330 High temperature active smoke barriers;,
Pr_25_80_79_86,25,80,79,86,Static smoke barriers,90-45-80/310 Static smoke barriers;,
Pr_25_80_80,25,80,80,,Smoke and fire cavity barriers,,
Pr_25_80_80_14,25,80,80,14,Coated woven glass fibre cloth flexible cavity barriers,45-45-70/445 Coated woven glass fibre cloth flexible cavity barriers;,
Pr_25_80_80_30,25,80,80,30,Fire insulating caps,45-45-70/430 Fire insulating caps;,
Pr_25_80_80_42,25,80,80,42,Intumescent coated foil mesh flexible cavity barriers,45-45-70/460 Intumescent coated foil mesh flexible cavity barriers;,
Pr_25_80_80_43,25,80,80,43,Intumescent sheet cavity barriers,45-45-70/470 Intumescent sheet cavity barriers;,
Pr_25_80_80_51,25,80,80,51,Mineral wool wire reinforced mattress cavity barriers,45-45-70/440 Mineral wool wire reinforced mattress cavity barriers;,
Pr_25_80_80_79,25,80,80,79,Sleeved mineral wool small cavity barriers,45-45-70/465 Sleeved mineral wool small cavity barriers;,
Pr_25_80_80_82,25,80,80,82,Sprayed mineral coated wire mesh flexible cavity barriers,45-45-70/455 Sprayed mineral coated wire mesh flexible cavity barriers;,
Pr_25_80_80_96,25,80,80,96,Wired mineral wool batt flexible cavity barriers,45-45-70/450 Wired mineral wool batt flexible cavity barriers;,
Pr_25_80_81,25,80,81,,Smoke and fire stopping,,
Pr_25_80_81_12,25,80,81,12,Ceramic fibre fire stopping,45-45-70/425 Ceramic fibre fire protection;,
Pr_25_80_81_29,25,80,81,29,Flexible intumescent gap seals,45-45-70/433 Flexible intumescent gap sealer;,
Pr_25_80_81_34,25,80,81,34,Glass oxide fire stopping,45-45-70/415 Glass oxide fire protection;,
Pr_25_80_81_42,25,80,81,42,Intumescent linear gap seals,90-55-10-470 Intumescent linear gap seals;,
Pr_25_80_81_43,25,80,81,43,Intumescent pillows,45-45-70/435 Intumescent pillows;,
Pr_25_80_81_51,25,80,81,51,Mineral wool fire stopping,45-45-70/427 Mineral wool fire stopping;,
Pr_25_93,25,93,,,Unit skin products,,
Pr_25_93_47,25,93,47,,Level crossing surfacing products,,
Pr_25_93_47_27,25,93,47,27,Embedded rail modular concrete level crossing units,45-20-50/310 Embedded rail modular precast concrete level crossing unit;,
Pr_25_93_47_52,25,93,47,52,Modular panel level crossings,45-20-50/305 Modular panel level crossing;,
Pr_25_93_50,25,93,50,,Masonry capping and coping units,,
Pr_25_93_50_10,25,93,50,10,Calcium silicate capping units,45-25-75/350 Calcium silicate capping units;,
Pr_25_93_50_11,25,93,50,11,Calcium silicate coping units,45-25-75/320 Calcium silicate coping units;,
Pr_25_93_50_13,25,93,50,13,Cast stone capping units,45-25-75/344 Cast stone capping units;,
Pr_25_93_50_14,25,93,50,14,Cast stone coping units,45-25-75/314 Cast stone coping units;,
Pr_25_93_50_16,25,93,50,16,Clay brick capping units,45-25-75/352 Clay brick capping units;,
Pr_25_93_50_17,25,93,50,17,Clay brick coping units,45-25-75/322 Clay brick coping units;,
Pr_25_93_50_19,25,93,50,19,Clayware capping units,45-25-75/340 Clayware capping units;,
Pr_25_93_50_20,25,93,50,20,Clayware coping units,45-25-75/310 Clayware coping units;,
Pr_25_93_50_22,25,93,50,22,Concrete capping units,45-25-75/342 Precast concrete capping units;,
Pr_25_93_50_23,25,93,50,23,Concrete coping units,45-25-75/312 Precast concrete coping units;,
Pr_25_93_50_34,25,93,50,34,Glass-reinforced concrete (GRC) coping units,45-25-75/324 Glass fibre reinforced concrete (GRC) copings;,
Pr_25_93_50_55,25,93,50,55,Natural stone capping units,45-25-75/348 Natural stone capping units;,
Pr_25_93_50_56,25,93,50,56,Natural stone coping units,45-25-75/318 Natural stone coping units;,
Pr_25_93_50_76,25,93,50,76,Slate capping units,45-25-75/346 Slate capping units;,
Pr_25_93_50_77,25,93,50,77,Slate coping units,45-25-75/316 Slate coping units;,
Pr_25_93_51,25,93,51,,Masonry dressing units,,
Pr_25_93_51_35,25,93,51,35,Glass-reinforced concrete (GRC) built-in gable vents,45-80-50/417 Glass fibre reinforced concrete (GRC) gable vents;,
Pr_25_93_51_36,25,93,51,36,Glass-reinforced concrete (GRC) built-in keystones,45-80-50/415 Glass fibre reinforced concrete (GRC) clip over keystones;,
Pr_25_93_51_37,25,93,51,37,Glass-reinforced concrete (GRC) built-in plinths and string courses,45-80-50/421 Glass fibre reinforced concrete (GRC) plinths and string courses;,
Pr_25_93_51_38,25,93,51,38,Glass-reinforced concrete (GRC) built-in quoins,45-80-50/423 Glass fibre reinforced concrete (GRC) quoins;,
Pr_25_93_51_39,25,93,51,39,Glass-reinforced concrete (GRC) dressing gable vents,,
Pr_25_93_51_40,25,93,51,40,Glass-reinforced concrete (GRC) dressing  keystones,,
Pr_25_93_51_41,25,93,51,41,Glass-reinforced concrete (GRC) dressing plinths and string courses,,
Pr_25_93_51_42,25,93,51,42,Glass-reinforced concrete (GRC) dressing quoins,,
Pr_25_93_51_56,25,93,51,56,Natural stone cornices,,
Pr_25_93_51_57,25,93,51,57,Natural stone dentils,,
Pr_25_93_51_58,25,93,51,58,Natural stone quoins,,
Pr_25_93_52,25,93,52,,Masonry openings units,,
Pr_25_93_52_11,25,93,52,11,Calcium silicate sills,45-25-75/380 Calcium silicate sills;,
Pr_25_93_52_12,25,93,52,12,Cast stone sills,45-25-75/374 Cast stone sills;,
Pr_25_93_52_13,25,93,52,13,Clay brick sills,45-25-75/382 Clay brick sills;,
Pr_25_93_52_14,25,93,52,14,Clayware sills,45-25-75/370 Clayware sills;,
Pr_25_93_52_15,25,93,52,15,Concrete sills,45-25-75/372 Precast concrete sills;,
Pr_25_93_52_28,25,93,52,28,External extension sills,45-25-75/410 External extension sills;,
Pr_25_93_52_33,25,93,52,33,Glass-reinforced concrete (GRC) bay window sills,45-25-75/384 Glass fibre reinforced concrete (GRC) bay window sills;,
Pr_25_93_52_34,25,93,52,34,Glass-reinforced concrete (GRC) door canopies,45-75-30/365 Glass fibre reinforced concrete (GRC) door canopies;,
Pr_25_93_52_35,25,93,52,35,Glass-reinforced concrete (GRC) door surrounds,45-75-30/370 Glass fibre reinforced concrete (GRC) door surrounds;,
Pr_25_93_52_36,25,93,52,36,Glass-reinforced concrete (GRC) sills,45-25-75/385 Glass fibre reinforced concrete (GRC) sills;,
Pr_25_93_52_37,25,93,52,37,Glass-reinforced concrete (GRC) fireplace and hearth surrounds,45-75-30/375 Glass fibre reinforced concrete (GRC) fireplace surrounds and hearths;,
Pr_25_93_52_56,25,93,52,56,Natural stone sills,45-25-75/378 Natural stone sills;,
Pr_25_93_52_76,25,93,52,76,Slate sills,45-25-75/376 Slate sills;,
Pr_25_93_54,25,93,54,,Metal capping and coping units,,
Pr_25_93_54_02,25,93,54,02,Aluminium capping units,,
Pr_25_93_54_03,25,93,54,03,Aluminium coping units,,
Pr_25_93_54_15,25,93,54,15,Copper capping units,,
Pr_25_93_54_16,25,93,54,16,Copper coping units,,
Pr_25_93_54_46,25,93,54,46,Lead capping units,,
Pr_25_93_54_47,25,93,54,47,Lead coping units,,
Pr_25_93_54_98,25,93,54,98,Zinc capping units,,
Pr_25_93_54_99,25,93,54,99,Zinc coping units,,
Pr_25_93_55,25,93,55,,Metal sills,,
Pr_25_93_55_84,25,93,55,84,Steel sills,45-25-75/400 Steel sills;,
Pr_25_93_60,25,93,60,,Paving units,,
Pr_25_93_60_02,25,93,60,02,Aluminium edge,,
Pr_25_93_60_05,25,93,60,05,Asphalt kerbs,,
Pr_25_93_60_09,25,93,60,09,Clay pavers,45-20-64/340 Clay pavers;,
Pr_25_93_60_10,25,93,60,10,Clay paving tiles,45-20-64/345 Paving tiles;,
Pr_25_93_60_11,25,93,60,11,Clay surface channels,45-20-64/335 Clay surface channels;,
Pr_25_93_60_12,25,93,60,12,Combined drainage and kerb units,90-05-20/420 Combined drainage and kerb units;,
Pr_25_93_60_13,25,93,60,13,Concrete cellular pavers,45-20-64/390 Precast concrete cellular pavers;,
Pr_25_93_60_14,25,93,60,14,Concrete surface channels,45-20-64/360 Precast concrete surface channels;,
Pr_25_93_60_15,25,93,60,15,Concrete edging units,45-20-64/365 Precast concrete edgings;,
Pr_25_93_60_16,25,93,60,16,Concrete flags,45-20-64/395 Precast concrete flags;,
Pr_25_93_60_17,25,93,60,17,Concrete paving blocks,45-20-64/400 Precast concrete paving blocks;,
Pr_25_93_60_18,25,93,60,18,Concrete kerbs,45-20-64/370 Precast concrete kerbs;,
Pr_25_93_60_19,25,93,60,19,Concrete pavers,45-20-64/400 Precast concrete paving blocks;,
Pr_25_93_60_20,25,93,60,20,Concrete quadrant and angle kerbs,45-20-64/375 Precast concrete quadrant and angle kerbs;,
Pr_25_93_60_21,25,93,60,21,Concrete safety kerbs,45-20-64/385 Precast concrete safety kerbs;,
Pr_25_93_60_22,25,93,60,22,Concrete setts,45-20-64/410 Precast concrete setts;,
Pr_25_93_60_23,25,93,60,23,Concrete tactile flags,45-20-64/425 Precast concrete tactile flags;,
Pr_25_93_60_24,25,93,60,24,Concrete transition and dropper kerbs,45-20-64/380 Precast concrete transition and dropper kerbs;,
Pr_25_93_60_33,25,93,60,33,Glass-reinforced concrete (GRC) paving tiles,,
Pr_25_93_60_54,25,93,60,54,Natural stone cobbles,45-20-64/310 Natural stone cobbles;,
Pr_25_93_60_55,25,93,60,55,Natural stone surface channels,45-20-64/311 Natural stone surface channels;,
Pr_25_93_60_56,25,93,60,56,Natural stone kerbs,45-20-64/315 Natural stone kerb units;,
Pr_25_93_60_57,25,93,60,57,Natural stone setts,45-20-64/320 Natural stone setts;,
Pr_25_93_60_58,25,93,60,58,Natural stone paving slabs,45-20-64/325 Natural stone slabs;,
Pr_25_93_60_59,25,93,60,59,Natural stone tactile pavers,45-20-64/330 Natural stone tactile pavers;,
Pr_25_93_60_61,25,93,60,61,Plastics cellular pavers,45-20-64/440 Polymer cellular pavers;,
Pr_25_93_60_62,25,93,60,62,Plastics kerbs,45-20-64/430 Polymer kerbs;,
Pr_25_93_60_63,25,93,60,63,Plastics pavers,45-20-64/435 Polymer pavers;,
Pr_25_93_60_65,25,93,60,65,Plastics surface channels,45-20-64/445 Polymer surface channels;,
Pr_25_93_60_78,25,93,60,78,Special composite paving units,45-20-64/450 Special units;,
Pr_25_93_60_80,25,93,60,80,Stainless steel edge,,
Pr_25_93_70,25,93,70,,Rail track paving,,
Pr_25_93_70_11,25,93,70,11,Cattle-cum-trespass guards,45-20-69/300 Cattle-cum-trespass guards;,
Pr_25_93_70_70,25,93,70,70,Rail infill panels,45-20-69/305 Rail infill panel;,
Pr_25_93_72,25,93,72,,Roofing and cladding units,,
Pr_25_93_72_08,25,93,72,08,Bitumen membrane shingles,45-80-90/310 Bitumen membrane shingles;,
Pr_25_93_72_11,25,93,72,11,Ceramic slates,45-80-90/315 Ceramic slates;,
Pr_25_93_72_12,25,93,72,12,Clay interlocking tiles,45-80-90/324 Clay tiles interlocking;,
Pr_25_93_72_13,25,93,72,13,Clay plain tiles,45-80-90/328 Clay tiles plain;,
Pr_25_93_72_14,25,93,72,14,Clay tile coursing fittings,45-80-90/320 Clay tiles coursing fittings;,
Pr_25_93_72_15,25,93,72,15,Clay tile ornamental fittings,45-80-90/326 Clay tiles ornamental fittings;,
Pr_25_93_72_16,25,93,72,16,Clay tile vertical tiling angle fittings,45-80-90/338 Clay tiles vertical tiling angle fittings;,
Pr_25_93_72_17,25,93,72,17,Concrete interlocking tiles,45-80-90/344 Concrete tiles interlocking;,
Pr_25_93_72_18,25,93,72,18,Concrete plain tiles,45-80-90/348 Concrete tiles plain;,
Pr_25_93_72_19,25,93,72,19,Concrete tile coursing fittings,45-80-90/340 Concrete tiles coursing fittings;,
Pr_25_93_72_20,25,93,72,20,Concrete tile ornamental fittings,45-80-90/346 Concrete tiles ornamental fittings;,
Pr_25_93_72_21,25,93,72,21,Concrete tile vertical tiling angle fittings,45-80-90/358 Concrete tiles vertical tiling angle fittings;,
Pr_25_93_72_30,25,93,72,30,Fibre cement slates,45-80-90/360 Fibre cement slates;,
Pr_25_93_72_31,25,93,72,31,Fibre-cement slate coursing fittings,45-80-90/362 Fibre cement slates coursing fittings;,
Pr_25_93_72_36,25,93,72,36,Hardwood shakes,,
Pr_25_93_72_37,25,93,72,37,Hardwood shingles,,
Pr_25_93_72_52,25,93,72,52,Metal tiles,45-80-90/380 Metal tiles;,
Pr_25_93_72_56,25,93,72,56,Natural slates,45-80-90/394 Natural slates;,
Pr_25_93_72_57,25,93,72,57,Natural stone slates,45-80-90/400 Natural stone slates;,
Pr_25_93_72_72,25,93,72,72,Reconstituted interlocking slates,45-80-90/390 Reconstituted slates interlocking;,
Pr_25_93_72_73,25,93,72,73,Reconstituted slate coursing fittings,45-80-90/388 Reconstituted slates coursing fittings;,
Pr_25_93_72_79,25,93,72,79,Slate coursing fittings,45-80-90/396 Natural slates coursing fittings;,
Pr_25_93_72_96,25,93,72,96,Wood shakes,45-80-90/410 Wood shakes;,
Pr_25_93_72_97,25,93,72,97,Wood shingles,45-80-90/414 Wood shingles;,
Pr_25_93_72_98,25,93,72,98,Wood shingle pattern fittings,45-80-90/418 Wood shingles pattern fittings;,
Pr_25_96,25,96,,,Grid and grating skin products,,
Pr_25_96_35,25,96,35,,Grids and grilles,,
Pr_25_96_35_03,25,96,35,03,Aluminium cattle grids,45-20-80/301 Aluminium cattle grids;,
Pr_25_96_35_11,25,96,35,11,Carbon steel cattle grids,45-20-80/303 Carbon steel cattle grids;,
Pr_25_96_35_31,25,96,35,31,Footway gratings,45-20-80/305 Footway gratings;,
Pr_25_96_35_53,25,96,35,53,Metal armouring grilles,45-85-70/420 Metal armouring grilles;,
Pr_25_96_35_71,25,96,35,71,Recycled plastics cattle grids,,
Pr_25_96_35_76,25,96,35,76,Sewage screens,,
Pr_25_96_35_96,25,96,35,96,Water grilles,,
Pr_30,30,,,,Opening products,,
Pr_30_31,30,31,,,Formless openings products,,
Pr_30_31_68,30,31,68,,Putties and glazing compounds,,
Pr_30_31_68_42,30,31,68,42,Intumescent putties,45-55-75/405 Intumescent putties;,
Pr_30_31_68_47,30,31,68,47,Linseed oil putties,45-55-75/410 Linseed oil putties;,
Pr_30_31_68_51,30,31,68,51,Metal casement putties,45-55-75/415 Metal casement putties;,
Pr_30_31_68_56,30,31,68,56,Non-setting glazing compounds,45-55-75/420 Nonsetting glazing compounds;,
Pr_30_31_68_74,30,31,68,74,Rubberizing glazing compounds,45-55-75/425 Rubberizing glazing compounds;,
Pr_30_31_76,30,31,76,,Sealants,,
Pr_30_31_76_02,30,31,76,02,Acrylic construction joint sealants,45-55-75/320 Acrylic construction joint sealants;,
Pr_30_31_76_09,30,31,76,09,Butyl rubber construction joint sealants,45-55-75/325 Butyl rubber construction joint sealants;,
Pr_30_31_76_14,30,31,76,14,Cold-applied bituminous joint sealants,45-55-75/385 Cold applied bituminous joint sealants;,
Pr_30_31_76_15,30,31,76,15,Cold-applied concrete pavement bituminous joint sealants,45-55-75/390 Cold applied bituminous joint sealants for concrete pavements;,
Pr_30_31_76_16,30,31,76,16,Construction joint sealants,45-55-75/315 Construction joint sealants;,
Pr_30_31_76_26,30,31,76,26,Edge sealants,45-35-62/410 Edge sealants;,
Pr_30_31_76_33,30,31,76,33,Glazing compounds and sealants,45-55-75/350 Glazing compounds or sealants;,
Pr_30_31_76_34,30,31,76,34,Glazing joint sealants,45-55-75/310 Construction and glazing joint sealants;,
Pr_30_31_76_38,30,31,76,38,Hot-applied bituminous joint sealants,45-55-75/395 Hot applied bituminous joint sealants;,
Pr_30_31_76_39,30,31,76,39,Hydrophilic sealants,45-55-75/342 Hydrophilic sealants;,
Pr_30_31_76_41,30,31,76,41,Intumescent foam fillers,45-55-75/375 Intumescent foam fillers;,
Pr_30_31_76_58,30,31,76,58,Oil-based mastic joint sealants,45-55-75/330 Oil based mastic joint sealants;,
Pr_30_31_76_62,30,31,76,62,Polysulfide construction joint sealants,45-55-75/335 Polysulfide construction joint sealants;,
Pr_30_31_76_63,30,31,76,63,Polysulfide glazing compounds and sealants,45-55-75/355 Polysulfide glazing compounds or sealants;,
Pr_30_31_76_65,30,31,76,65,Polyurethane (PUR) construction joint sealants,45-55-75/340 Polyurethane construction joint sealants;,
Pr_30_31_76_66,30,31,76,66,Polyurethane (PUR) expanding foam filler,45-55-75/370 Foam fillers;,
Pr_30_31_76_77,30,31,76,77,Silicone construction joint sealants,45-55-75/345 Silicone construction joint sealants;,
Pr_30_31_76_78,30,31,76,78,Silicone glazing compounds and sealants,45-55-75/360 Silicone glazing compounds or sealants;,
Pr_30_31_76_84,30,31,76,84,Structural sealant glazing bonding sealants,45-55-75/362 Bonding sealants for structural sealant glazing;,
Pr_30_31_76_85,30,31,76,85,Structural sealant glazing weather sealants,45-55-75/365 Weatherseal sealants for structural sealant glazing;,
Pr_30_36,30,36,,,Hardware products,,
Pr_30_36_08,30,36,08,,"Bolting, latching and locking hardware",,
Pr_30_36_08_06,30,36,08,06,Barrel bolts,,
Pr_30_36_08_11,30,36,08,11,Cabinet locks,,
Pr_30_36_08_12,30,36,08,12,Cam locks,,
Pr_30_36_08_15,30,36,08,15,Coin-operated locks,,
Pr_30_36_08_16,30,36,08,16,Combination padlocks,,
Pr_30_36_08_18,30,36,08,18,Cremorne bolts,,
Pr_30_36_08_19,30,36,08,19,Cylinder locks,,
Pr_30_36_08_20,30,36,08,20,Deadbolts,,
Pr_30_36_08_21,30,36,08,21,Digital door locks,,
Pr_30_36_08_22,30,36,08,22,Door bolts,,
Pr_30_36_08_23,30,36,08,23,Door catches,45-25-18/320 Door catches;,
Pr_30_36_08_24,30,36,08,24,Door latches,45-25-18/310 Door and window locks and latches;,
Pr_30_36_08_26,30,36,08,26,Door privacy indicator bolts,45-25-18/340 Door privacy indicator bolts;,
Pr_30_36_08_27,30,36,08,27,Electric locks,,
Pr_30_36_08_28,30,36,08,28,Emergency exit devices,45-25-18/350 Emergency exit devices;,
Pr_30_36_08_29,30,36,08,29,Espagnolette bolts,45-25-18/400 Multipoint handle operated espagnolette bolts;,
Pr_30_36_08_30,30,36,08,30,Fanlight catches,45-25-18/360 Fanlight catches;,
Pr_30_36_08_31,30,36,08,31,Field gate spring catch sets,45-25-18/370 Field gate spring catch sets;,
Pr_30_36_08_32,30,36,08,32,Flush bolts,,
Pr_30_36_08_33,30,36,08,33,Furniture locks,,
Pr_30_36_08_34,30,36,08,34,Gate latches and catches,45-25-18/380 Gate latches and catches;,
Pr_30_36_08_35,30,36,08,35,Gate throw over loops,45-25-18/390 Gate throw over loops;,
Pr_30_36_08_42,30,36,08,42,Indicator locks,,
Pr_30_36_08_43,30,36,08,43,Key card locks,,
Pr_30_36_08_44,30,36,08,44,Key deposit locks,,
Pr_30_36_08_45,30,36,08,45,Knob locks,,
Pr_30_36_08_46,30,36,08,46,Lever handle locks,,
Pr_30_36_08_48,30,36,08,48,Locker hasps,,
Pr_30_36_08_50,30,36,08,50,Magnetic locks,,
Pr_30_36_08_51,30,36,08,51,Microswitch locks,,
Pr_30_36_08_52,30,36,08,52,Mortice bolts,,
Pr_30_36_08_53,30,36,08,53,Mortice locks,,
Pr_30_36_08_54,30,36,08,54,Multipoint door locks,45-25-18/330 Door multipoint and special function locks;,
Pr_30_36_08_56,30,36,08,56,Night latches,,
Pr_30_36_08_60,30,36,08,60,Pad bolts,,
Pr_30_36_08_61,30,36,08,61,Padlock hasps and staples,45-25-18/410 Padlock hasps and staples;,
Pr_30_36_08_62,30,36,08,62,Padlocks and keys,45-25-18/420 Padlocks;,
Pr_30_36_08_63,30,36,08,63,Panic exit devices,45-25-18/430 Panic exit devices;,
Pr_30_36_08_68,30,36,08,68,Push-button locks,,
Pr_30_36_08_71,30,36,08,71,Rim locks,,
Pr_30_36_08_73,30,36,08,73,Roller catch,,
Pr_30_36_08_75,30,36,08,75,Safety deposit locks,,
Pr_30_36_08_76,30,36,08,76,Sash locks,,
Pr_30_36_08_77,30,36,08,77,Single point bolts,45-25-18/440 Single point bolts;,
Pr_30_36_08_84,30,36,08,84,Special function door locks,45-25-18/330 Door multipoint and special function locks;,
Pr_30_36_08_87,30,36,08,87,Thief resistant door locks,45-25-18/450 Thief resistant door locks;,
Pr_30_36_08_88,30,36,08,88,Time delay locks,,
Pr_30_36_08_91,30,36,08,91,Tubular mortice latches,,
Pr_30_36_08_94,30,36,08,94,Vending machine locks,,
Pr_30_36_08_95,30,36,08,95,Window casement fasteners,45-25-60/385 Window casement fasteners;,
Pr_30_36_08_96,30,36,08,96,Window latches,45-25-18/310 Door and window locks and latches;,
Pr_30_36_08_97,30,36,08,97,Window locks,45-25-18/460 Window locks;,
Pr_30_36_08_98,30,36,08,98,Window sash fasteners,45-25-18/470 Window sash fasteners;,
Pr_30_36_33,30,36,33,,General hardware,,
Pr_30_36_33_22,30,36,33,22,Door knockers,45-25-38/315 Door knockers;,
Pr_30_36_33_24,30,36,33,24,Door stops,45-25-38/320 Door stops;,
Pr_30_36_33_27,30,36,33,27,Escutcheons,45-25-38/325 Escutcheons;,
Pr_30_36_33_29,30,36,33,29,Finger plates,,
Pr_30_36_33_45,30,36,33,45,Kick plates,45-25-38/340 Kick plates;,
Pr_30_36_33_68,30,36,33,68,Push plates,45-25-60/370 Push plates;,
Pr_30_36_33_72,30,36,33,72,Roses,,
Pr_30_36_33_76,30,36,33,76,Security viewers,45-25-38/360 Security viewers;,
Pr_30_36_36,30,36,36,,Hinges and hanging hardware,,
Pr_30_36_36_04,30,36,36,04,Anti finger-trap stiles,45-25-42/310 Anti finger-trap stiles;,
Pr_30_36_36_06,30,36,36,06,Ball-bearing hinges,,
Pr_30_36_36_07,30,36,36,07,Barrel hinges,,
Pr_30_36_36_08,30,36,36,08,Boxed sash window hanging fittings,45-25-42/320 Boxed sash window hanging fittings;,
Pr_30_36_36_09,30,36,36,09,Butt door hinges,45-25-42/340 Door hinges;,
Pr_30_36_36_10,30,36,36,10,Butt window hinges,45-25-42/450 Window hinges;,
Pr_30_36_36_11,30,36,36,11,Cabinet and counter top hinges,45-25-42/330 Cabinet and counter top hinges;,
Pr_30_36_36_15,30,36,36,15,Concealed hinges,,
Pr_30_36_36_16,30,36,36,16,Continuous hinges,45-25-42/340 Door hinges;,
Pr_30_36_36_17,30,36,36,17,Cranked hinges,45-25-42/340 Door hinges;,
Pr_30_36_36_22,30,36,36,22,Door pivots,45-25-42/350 Door pivots;,
Pr_30_36_36_23,30,36,36,23,Door track and running gear,45-25-42/360 Door track and running gear;,
Pr_30_36_36_24,30,36,36,24,Drawer runners,45-25-42/370 Drawer runners;,
Pr_30_36_36_28,30,36,36,28,Field gate hinges,45-25-42/380 Field gate hinges;,
Pr_30_36_36_29,30,36,36,29,Floor springs,45-25-42/390 Floor springs;,
Pr_30_36_36_30,30,36,36,30,Flush hinges,,
Pr_30_36_36_31,30,36,36,31,Friction hinges,,
Pr_30_36_36_32,30,36,36,32,Friction pivot window hinges,45-25-42/450 Window hinges;,
Pr_30_36_36_34,30,36,36,34,Gate hinges,45-25-42/400 Gate hinges;,
Pr_30_36_36_46,30,36,36,46,Lift-off hinges,,
Pr_30_36_36_66,30,36,36,66,Projection door hinges,45-25-42/340 Door hinges;,
Pr_30_36_36_67,30,36,36,67,Projection window hinges,45-25-42/460 Window projection hinges;,
Pr_30_36_36_71,30,36,36,71,Rising butt door hinges,45-25-42/340 Door hinges;,
Pr_30_36_36_75,30,36,36,75,Sash window spiral balances,45-25-42/410 Sash window spiral balances;,
Pr_30_36_36_79,30,36,36,79,Single axis door hinges,45-25-42/420 Single axis door hinges;,
Pr_30_36_36_80,30,36,36,80,Single axis window hinges,45-25-42/430 Single axis window hinges;,
Pr_30_36_36_84,30,36,36,84,Spring hinges,45-25-42/340 Door hinges;,
Pr_30_36_36_88,30,36,36,88,Tee hinges,45-25-42/340 Door hinges;,
Pr_30_36_36_96,30,36,36,96,Window friction pivot hinges,45-25-42/440 Window friction pivot hinges;,
Pr_30_36_59,30,36,59,,Opening hardware,,
Pr_30_36_59_15,30,36,59,15,Controlled door closers,45-25-60/305 Controlled door closers;,
Pr_30_36_59_22,30,36,59,22,Door coordinators,45-25-60/310 Door coordinators;,
Pr_30_36_59_24,30,36,59,24,Door limiting stays,45-25-60/320 Door limiting stays;,
Pr_30_36_59_25,30,36,59,25,Door lever handle sets,45-25-60/315 Door lever handle sets;,
Pr_30_36_59_31,30,36,59,31,Furniture stays,,
Pr_30_36_59_32,30,36,59,32,Garage door holders,45-25-60/325 Garage door holders;,
Pr_30_36_59_33,30,36,59,33,Gate closers,45-25-60/330 Gate closers;,
Pr_30_36_59_34,30,36,59,34,Gate handles,45-25-60/335 Gate handles;,
Pr_30_36_59_35,30,36,59,35,Gate springs,45-25-60/340 Gate springs;,
Pr_30_36_59_36,30,36,59,36,Gate wheels,45-25-60/345 Gate wheels;,
Pr_30_36_59_38,30,36,59,38,Holders and hooks,45-25-60/350 Holders and hooks;,
Pr_30_36_59_45,30,36,59,45,Knobs,45-25-60/355 Knobsets;,
Pr_30_36_59_50,30,36,59,50,Magnetic hold,,
